data_source,year,week,age_group,hsp_rate_rsv
Entire Network (RSV-NET),2017,41,18+,0
Entire Network (RSV-NET),2017,42,18+,0.1
Entire Network (RSV-NET),2017,43,18+,0.1
Entire Network (RSV-NET),2017,44,18+,0.1
Entire Network (RSV-NET),2017,45,18+,0.1
Entire Network (RSV-NET),2017,46,18+,0.1
Entire Network (RSV-NET),2017,47,18+,0.1
Entire Network (RSV-NET),2017,48,18+,0.2
Entire Network (RSV-NET),2017,49,18+,0.3
Entire Network (RSV-NET),2017,50,18+,0.4
Entire Network (RSV-NET),2017,51,18+,0.4
Entire Network (RSV-NET),2017,52,18+,0.6
