State,Season,MMWR Week,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.2,1.1
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.2
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.2
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.3
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.4
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.5
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.5
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,----30-39 years,Overall,Overall,0.1,1.6
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.6
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.6
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,----30-39 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,----40-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.5
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.7
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.2,0.8
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,0.9
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.2,1.1
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.3,1.4
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,1.5
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.2,1.7
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,1.7
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,----40-49 years,Overall,Overall,0.1,1.8
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,1.9
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,1.9
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,1.9
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,2
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,2
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,2
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,2.1
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,----40-49 years,Overall,Overall,0,2.1
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,----65-74 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.3,0.6
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,----65-74 years,Overall,Overall,0,0.6
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.3,0.9
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.2,1.1
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.4,1.5
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.7,2.2
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,----65-74 years,Overall,Overall,0.8,3
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,----65-74 years,Overall,Overall,1.4,4.4
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,----65-74 years,Overall,Overall,1.3,5.8
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,----65-74 years,Overall,Overall,1.6,7.4
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,----65-74 years,Overall,Overall,1,8.4
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,----65-74 years,Overall,Overall,1,9.4
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,----65-74 years,Overall,Overall,1.2,10.6
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,----65-74 years,Overall,Overall,1.3,11.9
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.6,12.5
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.7,13.2
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,----65-74 years,Overall,Overall,1.1,14.3
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.7,15
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.3,15.3
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.4,15.8
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.3,16.1
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.3,16.4
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.1,16.5
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.3,16.7
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,----65-74 years,Overall,Overall,0.1,16.8
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,----65-74 years,Overall,Overall,0,16.8
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,----75-84 years,Overall,Overall,0.3,0.3
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,----75-84 years,Overall,Overall,0,0.3
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,----75-84 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,----75-84 years,Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,----75-84 years,Overall,Overall,0.3,0.8
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,----75-84 years,Overall,Overall,0.1,1
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,----75-84 years,Overall,Overall,0,1
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,----75-84 years,Overall,Overall,0.1,1.1
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,----75-84 years,Overall,Overall,1,2.1
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,----75-84 years,Overall,Overall,0.7,2.8
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,----75-84 years,Overall,Overall,1.3,4.1
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,----75-84 years,Overall,Overall,1.4,5.5
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,----75-84 years,Overall,Overall,2.3,7.8
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,----75-84 years,Overall,Overall,3,10.7
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,----75-84 years,Overall,Overall,2.3,13
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,----75-84 years,Overall,Overall,2.7,15.7
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,----75-84 years,Overall,Overall,2.5,18.2
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,----75-84 years,Overall,Overall,3.5,21.7
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,----75-84 years,Overall,Overall,3,24.7
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,----75-84 years,Overall,Overall,2.4,27.1
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,----75-84 years,Overall,Overall,2.3,29.4
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,----75-84 years,Overall,Overall,2.1,31.5
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,----75-84 years,Overall,Overall,1.8,33.3
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,----75-84 years,Overall,Overall,1.7,35
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.8,35.9
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.4,36.3
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.1,36.4
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.3,36.7
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.4,37.1
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,----75-84 years,Overall,Overall,0.1,37.3
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,----75-84 years,Overall,Overall,0,37.3
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,----85+ years,Overall,Overall,0.3,0.3
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,----85+ years,Overall,Overall,0.3,0.6
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,----85+ years,Overall,Overall,0.3,0.9
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,----85+ years,Overall,Overall,0.3,1.2
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,----85+ years,Overall,Overall,0,1.2
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,----85+ years,Overall,Overall,0,1.2
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,----85+ years,Overall,Overall,0,1.2
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,----85+ years,Overall,Overall,0.6,1.8
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,----85+ years,Overall,Overall,1.5,3.4
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,----85+ years,Overall,Overall,1.2,4.6
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,----85+ years,Overall,Overall,2.1,6.7
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,----85+ years,Overall,Overall,2.7,9.4
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,----85+ years,Overall,Overall,5.8,15.2
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,----85+ years,Overall,Overall,7.6,22.9
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,----85+ years,Overall,Overall,7,29.9
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,----85+ years,Overall,Overall,3.4,33.2
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,----85+ years,Overall,Overall,5.8,39
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,----85+ years,Overall,Overall,3.7,42.7
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,----85+ years,Overall,Overall,3.7,46.3
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,----85+ years,Overall,Overall,6.7,53
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,----85+ years,Overall,Overall,4.6,57.6
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,----85+ years,Overall,Overall,4,61.6
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,----85+ years,Overall,Overall,4.6,66.1
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,----85+ years,Overall,Overall,2.1,68.3
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,----85+ years,Overall,Overall,3,71.3
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,----85+ years,Overall,Overall,2.7,74.1
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,----85+ years,Overall,Overall,1.5,75.6
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,----85+ years,Overall,Overall,0.9,76.5
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,----85+ years,Overall,Overall,0.3,76.8
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,----85+ years,Overall,Overall,1.5,78.3
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,----85+ years,Overall,Overall,0.3,78.6
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0,0.2
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0,0.2
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0,0.3
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,0.4
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,0.7
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,0.9
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0.3,1.2
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,1.5
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,18+ (Adults),Overall,Overall,0.6,2.1
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.7,2.8
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.7,3.5
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.5,4
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.6,4.6
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.6,5.2
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.5,5.7
Entire Network (RSV-NET),2016-2017,7,02/18/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.5,6.2
Entire Network (RSV-NET),2016-2017,8,02/25/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,6.7
Entire Network (RSV-NET),2016-2017,9,03/04/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,7.1
Entire Network (RSV-NET),2016-2017,10,03/11/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,7.4
Entire Network (RSV-NET),2016-2017,11,03/18/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.3,7.7
Entire Network (RSV-NET),2016-2017,12,03/25/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,7.9
Entire Network (RSV-NET),2016-2017,13,04/01/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,8.1
Entire Network (RSV-NET),2016-2017,14,04/08/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,8.3
Entire Network (RSV-NET),2016-2017,15,04/15/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,8.4
Entire Network (RSV-NET),2016-2017,16,04/22/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,8.4
Entire Network (RSV-NET),2016-2017,17,04/29/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,8.5
Entire Network (RSV-NET),2016-2017,18,05/06/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0,8.5
Entire Network (RSV-NET),2016-2017,40,10/08/2016 12:00:00 AM,18-49 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,41,10/15/2016 12:00:00 AM,18-49 years,Overall,Overall,0,0
Entire Network (RSV-NET),2016-2017,42,10/22/2016 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,43,10/29/2016 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,44,11/05/2016 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,45,11/12/2016 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,46,11/19/2016 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2016-2017,47,11/26/2016 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2016-2017,48,12/03/2016 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2016-2017,49,12/10/2016 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2016-2017,50,12/17/2016 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2016-2017,51,12/24/2016 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.5
Entire Network (RSV-NET),2016-2017,52,12/31/2016 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2016-2017,1,01/07/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.7
Entire Network (RSV-NET),2016-2017,2,01/14/2017 12:00:00 AM,18-49 years,Overall,Overall,0.2,0.8
Entire Network (RSV-NET),2016-2017,3,01/21/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.9
Entire Network (RSV-NET),2016-2017,4,01/28/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.1
Entire Network (RSV-NET),2016-2017,5,02/04/2017 12:00:00 AM,18-49 years,Overall,Overall,0.2,1.2
Entire Network (RSV-NET),2016-2017,6,02/11/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.3
