State,Season,MMWR Week,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,----85+ years,Overall,Overall,0.8,3.1
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,----85+ years,Overall,Overall,2.8,5.9
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,----85+ years,Overall,Overall,2.9,8.8
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,----85+ years,Overall,Overall,3.9,12.8
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,----85+ years,Overall,Overall,6.3,19.1
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,----85+ years,Overall,Overall,8.7,27.7
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,----85+ years,Overall,Overall,7.3,35
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,----85+ years,Overall,Overall,9.2,44.2
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,----85+ years,Overall,Overall,6.9,51.1
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,----85+ years,Overall,Overall,6.5,57.6
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,----85+ years,Overall,Overall,5.1,62.7
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,----85+ years,Overall,Overall,5.3,68
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,----85+ years,Overall,Overall,5.3,73.3
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,----85+ years,Overall,Overall,4.7,78.1
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,----85+ years,Overall,Overall,4.5,82.6
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,----85+ years,Overall,Overall,4.7,87.3
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,----85+ years,Overall,Overall,4.1,91.4
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,----85+ years,Overall,Overall,2.2,93.6
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,----85+ years,Overall,Overall,1.6,95.2
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,----85+ years,Overall,Overall,2,97.1
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,----85+ years,Overall,Overall,1.2,98.3
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,----85+ years,Overall,Overall,0.4,98.7
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,----85+ years,Overall,Overall,0.2,98.9
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,0.8
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.3,1.1
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,1.5
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,1.9
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,18+ (Adults),Overall,Overall,0.6,2.5
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,18+ (Adults),Overall,Overall,1,3.4
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.9,4.4
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.8,5.2
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.7,5.9
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.7,6.6
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.6,7.3
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.6,7.9
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.6,8.5
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.5,9
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,9.4
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,9.8
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.4,10.2
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,10.4
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,10.6
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,10.8
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.2,10.9
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0.1,11
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,18+ (Adults),Overall,Overall,0,11
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.2
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.4
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.4
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,18-49 years,Overall,Overall,0,0.4
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,18-49 years,Overall,Overall,0.1,0.5
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,18-49 years,Overall,Overall,0.2,0.7
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,18-49 years,Overall,Overall,0.2,0.9
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,18-49 years,Overall,Overall,0.2,1
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,18-49 years,Overall,Overall,0.2,1.2
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.3
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,18-49 years,Overall,Overall,0.2,1.5
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.6
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.7
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.8
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,18-49 years,Overall,Overall,0.1,1.9
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,18-49 years,Overall,Overall,0.1,2
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2.1
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2.1
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2.1
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2.1
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2.2
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2.2
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,18-49 years,Overall,Overall,0,2.2
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,50-64 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,50-64 years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,50-64 years,Overall,Overall,0.2,0.4
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,50-64 years,Overall,Overall,0.1,0.5
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,50-64 years,Overall,Overall,0.2,0.7
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,50-64 years,Overall,Overall,0.3,1
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,50-64 years,Overall,Overall,0.4,1.4
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,50-64 years,Overall,Overall,0.4,1.8
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,50-64 years,Overall,Overall,0.5,2.3
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,50-64 years,Overall,Overall,0.6,2.8
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,50-64 years,Overall,Overall,1,3.9
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,50-64 years,Overall,Overall,0.8,4.7
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,50-64 years,Overall,Overall,0.9,5.6
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,50-64 years,Overall,Overall,0.7,6.3
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,50-64 years,Overall,Overall,0.7,7
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,50-64 years,Overall,Overall,0.6,7.6
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,50-64 years,Overall,Overall,0.6,8.2
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,50-64 years,Overall,Overall,0.5,8.7
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,50-64 years,Overall,Overall,0.5,9.2
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,50-64 years,Overall,Overall,0.4,9.6
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,50-64 years,Overall,Overall,0.3,9.9
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,50-64 years,Overall,Overall,0.3,10.2
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,50-64 years,Overall,Overall,0.3,10.5
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,50-64 years,Overall,Overall,0.1,10.6
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,50-64 years,Overall,Overall,0.1,10.7
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,50-64 years,Overall,Overall,0.1,10.8
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,50-64 years,Overall,Overall,0.1,10.9
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,50-64 years,Overall,Overall,0,10.9
Entire Network (RSV-NET),2017-2018,40,10/07/2017 12:00:00 AM,65+ years,Overall,Overall,0,0
Entire Network (RSV-NET),2017-2018,41,10/14/2017 12:00:00 AM,65+ years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2017-2018,42,10/21/2017 12:00:00 AM,65+ years,Overall,Overall,0.2,0.3
Entire Network (RSV-NET),2017-2018,43,10/28/2017 12:00:00 AM,65+ years,Overall,Overall,0,0.3
Entire Network (RSV-NET),2017-2018,44,11/04/2017 12:00:00 AM,65+ years,Overall,Overall,0.2,0.6
Entire Network (RSV-NET),2017-2018,45,11/11/2017 12:00:00 AM,65+ years,Overall,Overall,0.2,0.8
Entire Network (RSV-NET),2017-2018,46,11/18/2017 12:00:00 AM,65+ years,Overall,Overall,0.2,1
Entire Network (RSV-NET),2017-2018,47,11/25/2017 12:00:00 AM,65+ years,Overall,Overall,0.3,1.3
Entire Network (RSV-NET),2017-2018,48,12/02/2017 12:00:00 AM,65+ years,Overall,Overall,0.7,2
Entire Network (RSV-NET),2017-2018,49,12/09/2017 12:00:00 AM,65+ years,Overall,Overall,1,3
Entire Network (RSV-NET),2017-2018,50,12/16/2017 12:00:00 AM,65+ years,Overall,Overall,1.4,4.3
Entire Network (RSV-NET),2017-2018,51,12/23/2017 12:00:00 AM,65+ years,Overall,Overall,1.3,5.6
Entire Network (RSV-NET),2017-2018,52,12/30/2017 12:00:00 AM,65+ years,Overall,Overall,2,7.6
Entire Network (RSV-NET),2017-2018,1,01/06/2018 12:00:00 AM,65+ years,Overall,Overall,3.2,10.8
Entire Network (RSV-NET),2017-2018,2,01/13/2018 12:00:00 AM,65+ years,Overall,Overall,3.4,14.2
Entire Network (RSV-NET),2017-2018,3,01/20/2018 12:00:00 AM,65+ years,Overall,Overall,2.9,17.1
Entire Network (RSV-NET),2017-2018,4,01/27/2018 12:00:00 AM,65+ years,Overall,Overall,2.6,19.7
Entire Network (RSV-NET),2017-2018,5,02/03/2018 12:00:00 AM,65+ years,Overall,Overall,2.5,22.2
Entire Network (RSV-NET),2017-2018,6,02/10/2018 12:00:00 AM,65+ years,Overall,Overall,2.2,24.4
Entire Network (RSV-NET),2017-2018,7,02/17/2018 12:00:00 AM,65+ years,Overall,Overall,2.3,26.8
Entire Network (RSV-NET),2017-2018,8,02/24/2018 12:00:00 AM,65+ years,Overall,Overall,2.2,29
Entire Network (RSV-NET),2017-2018,9,03/03/2018 12:00:00 AM,65+ years,Overall,Overall,1.8,30.8
Entire Network (RSV-NET),2017-2018,10,03/10/2018 12:00:00 AM,65+ years,Overall,Overall,1.5,32.3
Entire Network (RSV-NET),2017-2018,11,03/17/2018 12:00:00 AM,65+ years,Overall,Overall,1.8,34.1
Entire Network (RSV-NET),2017-2018,12,03/24/2018 12:00:00 AM,65+ years,Overall,Overall,1.4,35.5
Entire Network (RSV-NET),2017-2018,13,03/31/2018 12:00:00 AM,65+ years,Overall,Overall,0.7,36.2
Entire Network (RSV-NET),2017-2018,14,04/07/2018 12:00:00 AM,65+ years,Overall,Overall,0.7,37
Entire Network (RSV-NET),2017-2018,15,04/14/2018 12:00:00 AM,65+ years,Overall,Overall,0.7,37.7
Entire Network (RSV-NET),2017-2018,16,04/21/2018 12:00:00 AM,65+ years,Overall,Overall,0.7,38.4
Entire Network (RSV-NET),2017-2018,17,04/28/2018 12:00:00 AM,65+ years,Overall,Overall,0.2,38.6
Entire Network (RSV-NET),2017-2018,18,05/05/2018 12:00:00 AM,65+ years,Overall,Overall,0,38.6
Entire Network (RSV-NET),2018-2019,40,10/06/2018 12:00:00 AM,----0-<6 months,Overall,Overall,5.9,5.9
Entire Network (RSV-NET),2018-2019,41,10/13/2018 12:00:00 AM,----0-<6 months,Overall,Overall,7.7,13.6
Entire Network (RSV-NET),2018-2019,42,10/20/2018 12:00:00 AM,----0-<6 months,Overall,Overall,14.8,28.4
Entire Network (RSV-NET),2018-2019,43,10/27/2018 12:00:00 AM,----0-<6 months,Overall,Overall,13,41.4
Entire Network (RSV-NET),2018-2019,44,11/03/2018 12:00:00 AM,----0-<6 months,Overall,Overall,11.2,52.7
Entire Network (RSV-NET),2018-2019,45,11/10/2018 12:00:00 AM,----0-<6 months,Overall,Overall,22.5,75.2
Entire Network (RSV-NET),2018-2019,46,11/17/2018 12:00:00 AM,----0-<6 months,Overall,Overall,29,104.2
Entire Network (RSV-NET),2018-2019,47,11/24/2018 12:00:00 AM,----0-<6 months,Overall,Overall,30.8,134.9
Entire Network (RSV-NET),2018-2019,48,12/01/2018 12:00:00 AM,----0-<6 months,Overall,Overall,56.8,191.7
Entire Network (RSV-NET),2018-2019,49,12/08/2018 12:00:00 AM,----0-<6 months,Overall,Overall,45.6,237.3
Entire Network (RSV-NET),2018-2019,50,12/15/2018 12:00:00 AM,----0-<6 months,Overall,Overall,65.1,302.4
Entire Network (RSV-NET),2018-2019,51,12/22/2018 12:00:00 AM,----0-<6 months,Overall,Overall,68.6,371
Entire Network (RSV-NET),2018-2019,52,12/29/2018 12:00:00 AM,----0-<6 months,Overall,Overall,88.2,459.2
Entire Network (RSV-NET),2018-2019,1,01/05/2019 12:00:00 AM,----0-<6 months,Overall,Overall,81.1,540.3
Entire Network (RSV-NET),2018-2019,2,01/12/2019 12:00:00 AM,----0-<6 months,Overall,Overall,83.4,623.7
Entire Network (RSV-NET),2018-2019,3,01/19/2019 12:00:00 AM,----0-<6 months,Overall,Overall,58,681.7
Entire Network (RSV-NET),2018-2019,4,01/26/2019 12:00:00 AM,----0-<6 months,Overall,Overall,57.4,739.1
Entire Network (RSV-NET),2018-2019,5,02/02/2019 12:00:00 AM,----0-<6 months,Overall,Overall,68.1,807.2
Entire Network (RSV-NET),2018-2019,6,02/09/2019 12:00:00 AM,----0-<6 months,Overall,Overall,53.3,860.4
Entire Network (RSV-NET),2018-2019,7,02/16/2019 12:00:00 AM,----0-<6 months,Overall,Overall,47.9,908.4
Entire Network (RSV-NET),2018-2019,8,02/23/2019 12:00:00 AM,----0-<6 months,Overall,Overall,42,950.4
Entire Network (RSV-NET),2018-2019,9,03/02/2019 12:00:00 AM,----0-<6 months,Overall,Overall,39.6,990
Entire Network (RSV-NET),2018-2019,10,03/09/2019 12:00:00 AM,----0-<6 months,Overall,Overall,34.3,1024.4
Entire Network (RSV-NET),2018-2019,11,03/16/2019 12:00:00 AM,----0-<6 months,Overall,Overall,24.9,1049.2
Entire Network (RSV-NET),2018-2019,12,03/23/2019 12:00:00 AM,----0-<6 months,Overall,Overall,25.4,1074.7
Entire Network (RSV-NET),2018-2019,13,03/30/2019 12:00:00 AM,----0-<6 months,Overall,Overall,16.6,1091.2
Entire Network (RSV-NET),2018-2019,14,04/06/2019 12:00:00 AM,----0-<6 months,Overall,Overall,19.5,1110.7
Entire Network (RSV-NET),2018-2019,15,04/13/2019 12:00:00 AM,----0-<6 months,Overall,Overall,16,1126.7
Entire Network (RSV-NET),2018-2019,16,04/20/2019 12:00:00 AM,----0-<6 months,Overall,Overall,7.1,1133.8
Entire Network (RSV-NET),2018-2019,17,04/27/2019 12:00:00 AM,----0-<6 months,Overall,Overall,5.3,1139.2
Entire Network (RSV-NET),2018-2019,18,05/04/2019 12:00:00 AM,----0-<6 months,Overall,Overall,4.1,1143.3
Entire Network (RSV-NET),2018-2019,40,10/06/2018 12:00:00 AM,----1-<2 years,Overall,Overall,1.8,1.8
Entire Network (RSV-NET),2018-2019,41,10/13/2018 12:00:00 AM,----1-<2 years,Overall,Overall,2.9,4.7
Entire Network (RSV-NET),2018-2019,42,10/20/2018 12:00:00 AM,----1-<2 years,Overall,Overall,3.8,8.6
Entire Network (RSV-NET),2018-2019,43,10/27/2018 12:00:00 AM,----1-<2 years,Overall,Overall,4.1,12.7
Entire Network (RSV-NET),2018-2019,44,11/03/2018 12:00:00 AM,----1-<2 years,Overall,Overall,5,17.7
Entire Network (RSV-NET),2018-2019,45,11/10/2018 12:00:00 AM,----1-<2 years,Overall,Overall,6.2,23.9
Entire Network (RSV-NET),2018-2019,46,11/17/2018 12:00:00 AM,----1-<2 years,Overall,Overall,3.8,27.7
Entire Network (RSV-NET),2018-2019,47,11/24/2018 12:00:00 AM,----1-<2 years,Overall,Overall,8,35.7
Entire Network (RSV-NET),2018-2019,48,12/01/2018 12:00:00 AM,----1-<2 years,Overall,Overall,10.9,46.6
Entire Network (RSV-NET),2018-2019,49,12/08/2018 12:00:00 AM,----1-<2 years,Overall,Overall,11.5,58.1
Entire Network (RSV-NET),2018-2019,50,12/15/2018 12:00:00 AM,----1-<2 years,Overall,Overall,14.5,72.6
Entire Network (RSV-NET),2018-2019,51,12/22/2018 12:00:00 AM,----1-<2 years,Overall,Overall,16.2,88.8
Entire Network (RSV-NET),2018-2019,52,12/29/2018 12:00:00 AM,----1-<2 years,Overall,Overall,18.3,107.1
Entire Network (RSV-NET),2018-2019,1,01/05/2019 12:00:00 AM,----1-<2 years,Overall,Overall,13,120.1
Entire Network (RSV-NET),2018-2019,2,01/12/2019 12:00:00 AM,----1-<2 years,Overall,Overall,13.6,133.6
Entire Network (RSV-NET),2018-2019,3,01/19/2019 12:00:00 AM,----1-<2 years,Overall,Overall,16.5,150.1
Entire Network (RSV-NET),2018-2019,4,01/26/2019 12:00:00 AM,----1-<2 years,Overall,Overall,15,165.2
Entire Network (RSV-NET),2018-2019,5,02/02/2019 12:00:00 AM,----1-<2 years,Overall,Overall,12.1,177.3
Entire Network (RSV-NET),2018-2019,6,02/09/2019 12:00:00 AM,----1-<2 years,Overall,Overall,16.5,193.8
Entire Network (RSV-NET),2018-2019,7,02/16/2019 12:00:00 AM,----1-<2 years,Overall,Overall,11.5,205.3
Entire Network (RSV-NET),2018-2019,8,02/23/2019 12:00:00 AM,----1-<2 years,Overall,Overall,11.5,216.8
Entire Network (RSV-NET),2018-2019,9,03/02/2019 12:00:00 AM,----1-<2 years,Overall,Overall,8.6,225.4
Entire Network (RSV-NET),2018-2019,10,03/09/2019 12:00:00 AM,----1-<2 years,Overall,Overall,6.8,232.1
Entire Network (RSV-NET),2018-2019,11,03/16/2019 12:00:00 AM,----1-<2 years,Overall,Overall,6.5,238.6
Entire Network (RSV-NET),2018-2019,12,03/23/2019 12:00:00 AM,----1-<2 years,Overall,Overall,5.6,244.2
Entire Network (RSV-NET),2018-2019,13,03/30/2019 12:00:00 AM,----1-<2 years,Overall,Overall,3.2,247.5
Entire Network (RSV-NET),2018-2019,14,04/06/2019 12:00:00 AM,----1-<2 years,Overall,Overall,2.9,250.4
Entire Network (RSV-NET),2018-2019,15,04/13/2019 12:00:00 AM,----1-<2 years,Overall,Overall,2.9,253.4
Entire Network (RSV-NET),2018-2019,16,04/20/2019 12:00:00 AM,----1-<2 years,Overall,Overall,3.8,257.2
Entire Network (RSV-NET),2018-2019,17,04/27/2019 12:00:00 AM,----1-<2 years,Overall,Overall,1.5,258.7
Entire Network (RSV-NET),2018-2019,18,05/04/2019 12:00:00 AM,----1-<2 years,Overall,Overall,0.6,259.3
Entire Network (RSV-NET),2018-2019,40,10/06/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0
Entire Network (RSV-NET),2018-2019,41,10/13/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0
Entire Network (RSV-NET),2018-2019,42,10/20/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0
Entire Network (RSV-NET),2018-2019,43,10/27/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0
Entire Network (RSV-NET),2018-2019,44,11/03/2018 12:00:00 AM,----12-17 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2018-2019,45,11/10/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0.1
Entire Network (RSV-NET),2018-2019,46,11/17/2018 12:00:00 AM,----12-17 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2018-2019,47,11/24/2018 12:00:00 AM,----12-17 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2018-2019,48,12/01/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0.4
Entire Network (RSV-NET),2018-2019,49,12/08/2018 12:00:00 AM,----12-17 years,Overall,Overall,0.1,0.5
Entire Network (RSV-NET),2018-2019,50,12/15/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0.5
Entire Network (RSV-NET),2018-2019,51,12/22/2018 12:00:00 AM,----12-17 years,Overall,Overall,0.1,0.6
Entire Network (RSV-NET),2018-2019,52,12/29/2018 12:00:00 AM,----12-17 years,Overall,Overall,0,0.6
Entire Network (RSV-NET),2018-2019,1,01/05/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.2,0.9
Entire Network (RSV-NET),2018-2019,2,01/12/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.1,1
Entire Network (RSV-NET),2018-2019,3,01/19/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.1,1
Entire Network (RSV-NET),2018-2019,4,01/26/2019 12:00:00 AM,----12-17 years,Overall,Overall,0,1.1
Entire Network (RSV-NET),2018-2019,5,02/02/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.1,1.2
Entire Network (RSV-NET),2018-2019,6,02/09/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.2,1.4
Entire Network (RSV-NET),2018-2019,7,02/16/2019 12:00:00 AM,----12-17 years,Overall,Overall,0,1.4
Entire Network (RSV-NET),2018-2019,8,02/23/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.1,1.6
Entire Network (RSV-NET),2018-2019,9,03/02/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.3,1.9
Entire Network (RSV-NET),2018-2019,10,03/09/2019 12:00:00 AM,----12-17 years,Overall,Overall,0.2,2.1
Entire Network (RSV-NET),2018-2019,11,03/16/2019 12:00:00 AM,----12-17 years,Overall,Overall,0,2.1
Entire Network (RSV-NET),2018-2019,12,03/23/2019 12:00:00 AM,----12-17 years,Overall,Overall,0,2.2
Entire Network (RSV-NET),2018-2019,13,03/30/2019 12:00:00 AM,----12-17 years,Overall,Overall,0,2.2
Entire Network (RSV-NET),2018-2019,14,04/06/2019 12:00:00 AM,----12-17 years,Overall,Overall,0,2.2
