id,data_source,country,hemisphere,week,year,age_group,hsp_rate,hsp_rate_flu,hsp_rate_rsv,hsp_rate_covid19,cases_rate_flu,cases_rate_rsv,cases_rate_covid19,hsp_abs,hsp_abs_flu,hsp_abs_rsv,hsp_abs_covid,cases_abs_flu,cases_abs_rsv,cases_abs_covid,denominator,subtype_a_abs,subtype_b_abs,subtype_c_abs,subtype_a_rate,subtype_b_rate,subtype_c_rate
338,EPI MINSAL - Ministry of Science,chi,sh,48,2022,May-17,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
339,EPI MINSAL - Ministry of Science,chi,sh,48,2022,18-49,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
340,EPI MINSAL - Ministry of Science,chi,sh,48,2022,50-59,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
341,EPI MINSAL - Ministry of Science,chi,sh,48,2022,60-69,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
342,EPI MINSAL - Ministry of Science,chi,sh,48,2022,70-79,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
343,EPI MINSAL - Ministry of Science,chi,sh,48,2022,80+,NA,NA,NA,1.09,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
344,EPI MINSAL - Ministry of Science,chi,sh,49,2022,0-5,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
345,EPI MINSAL - Ministry of Science,chi,sh,49,2022,May-17,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
346,EPI MINSAL - Ministry of Science,chi,sh,49,2022,18-49,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
347,EPI MINSAL - Ministry of Science,chi,sh,49,2022,50-59,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
348,EPI MINSAL - Ministry of Science,chi,sh,49,2022,60-69,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
349,EPI MINSAL - Ministry of Science,chi,sh,49,2022,70-79,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
350,EPI MINSAL - Ministry of Science,chi,sh,49,2022,80+,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
351,EPI MINSAL - Ministry of Science,chi,sh,50,2022,0-5,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
352,EPI MINSAL - Ministry of Science,chi,sh,50,2022,May-17,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
353,EPI MINSAL - Ministry of Science,chi,sh,50,2022,18-49,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
354,EPI MINSAL - Ministry of Science,chi,sh,50,2022,50-59,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
355,EPI MINSAL - Ministry of Science,chi,sh,50,2022,60-69,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
356,EPI MINSAL - Ministry of Science,chi,sh,50,2022,70-79,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
357,EPI MINSAL - Ministry of Science,chi,sh,50,2022,80+,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
358,EPI MINSAL - Ministry of Science,chi,sh,51,2022,0-5,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
359,EPI MINSAL - Ministry of Science,chi,sh,51,2022,May-17,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
360,EPI MINSAL - Ministry of Science,chi,sh,51,2022,18-49,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
361,EPI MINSAL - Ministry of Science,chi,sh,51,2022,50-59,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
362,EPI MINSAL - Ministry of Science,chi,sh,51,2022,60-69,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
363,EPI MINSAL - Ministry of Science,chi,sh,51,2022,70-79,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
364,EPI MINSAL - Ministry of Science,chi,sh,51,2022,80+,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
365,EPI MINSAL - Ministry of Science,chi,sh,52,2022,0-5,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
366,EPI MINSAL - Ministry of Science,chi,sh,52,2022,May-17,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
367,EPI MINSAL - Ministry of Science,chi,sh,52,2022,18-49,NA,NA,NA,1.48,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
368,EPI MINSAL - Ministry of Science,chi,sh,52,2022,50-59,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
369,EPI MINSAL - Ministry of Science,chi,sh,52,2022,60-69,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
370,EPI MINSAL - Ministry of Science,chi,sh,52,2022,70-79,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
371,EPI MINSAL - Ministry of Science,chi,sh,52,2022,80+,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,19828563,NA,NA,NA,NA,NA,NA
372,EPI MINSAL - Ministry of Science,chi,sh,1,2023,0-5,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
373,EPI MINSAL - Ministry of Science,chi,sh,1,2023,May-17,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
374,EPI MINSAL - Ministry of Science,chi,sh,1,2023,18-49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
375,EPI MINSAL - Ministry of Science,chi,sh,1,2023,50-59,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
376,EPI MINSAL - Ministry of Science,chi,sh,1,2023,60-69,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
377,EPI MINSAL - Ministry of Science,chi,sh,1,2023,70-79,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
378,EPI MINSAL - Ministry of Science,chi,sh,1,2023,80+,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
379,EPI MINSAL - Ministry of Science,chi,sh,2,2023,0-5,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
380,EPI MINSAL - Ministry of Science,chi,sh,2,2023,May-17,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
381,EPI MINSAL - Ministry of Science,chi,sh,2,2023,18-49,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
382,EPI MINSAL - Ministry of Science,chi,sh,2,2023,50-59,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
383,EPI MINSAL - Ministry of Science,chi,sh,2,2023,60-69,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
384,EPI MINSAL - Ministry of Science,chi,sh,2,2023,70-79,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
385,EPI MINSAL - Ministry of Science,chi,sh,2,2023,80+,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,19960889,NA,NA,NA,NA,NA,NA
