"","year","id","data_source","country","hemisphere","week","age_group","hsp_rate","hsp_rate_flu","hsp_rate_rsv","hsp_rate_covid19","cases_rate_flu","cases_rate_rsv","cases_rate_covid19","hsp_abs","hsp_abs_flu","hsp_abs_rsv","hsp_abs_covid","cases_abs_flu","cases_abs_rsv","cases_abs_covid","denominator","subtype_a_abs","subtype_b_abs","subtype_c_abs","subtype_a_rate","subtype_b_rate","subtype_c_rate"
"11",2017,116,"UKHSA","UK","NH",52,"ALL",4.97887861728668,3.69247579574585,1.28640282154083,NA,NA,NA,NA,2769.22390732673,2053.73399048181,715.489916844928,NA,NA,NA,NA,55619430,NA,NA,NA,NA,NA,NA
"12",2017,104,"UKHSA","UK","NH",48,"ALL",3.214479804039,0.532363533973694,2.68211627006531,NA,NA,NA,NA,1787.87534447161,296.097563124025,1491.77778134758,NA,NA,NA,NA,55619430,NA,NA,NA,NA,NA,NA
"13",2017,92,"UKHSA","UK","NH",44,"ALL",4.10828634724021,0.0475120209157467,4.06077432632446,NA,NA,NA,NA,2285.00544910283,26.4259152148191,2258.57953388801,NA,NA,NA,NA,55619430,NA,NA,NA,NA,NA,NA
"14",2018,1,"UKHSA","UK","NH",1,"ALL",7.29675245285034,6.33164978027344,0.965102672576904,NA,NA,NA,NA,4084.5161087514,3544.27886784027,540.237240911131,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"15",2018,55,"UKHSA","UK","NH",19,"ALL",0.0905838012695312,0.0905838012695312,0,NA,NA,NA,NA,50.7062556758118,50.7062556758118,0,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"16",2018,43,"UKHSA","UK","NH",15,"ALL",1.27190840244293,1.04544878005981,0.226459622383118,NA,NA,NA,NA,711.978430432437,585.212724512911,126.765705919526,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"17",2018,4,"UKHSA","UK","NH",2,"ALL",8.63863497972488,7.89933490753174,0.739300072193146,NA,NA,NA,NA,4835.66407937086,4421.82476200518,413.839317365686,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"18",2018,58,"UKHSA","UK","NH",20,"ALL",0.0865770429372787,0.0865770429372787,0,NA,NA,NA,NA,48.463385432137,48.463385432137,0,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"19",2018,46,"UKHSA","UK","NH",16,"ALL",0.748969063162804,0.605688631534576,0.143280431628227,NA,NA,NA,NA,419.251745651575,339.047403399874,80.2043422517011,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"20",2018,7,"UKHSA","UK","NH",3,"ALL",7.75611406564712,7.01562738418579,0.740486681461334,NA,NA,NA,NA,4341.65377641033,3927.15022866242,414.503547747904,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"21",2018,34,"UKHSA","UK","NH",12,"ALL",3.28144186735153,2.94175243377686,0.339689433574677,NA,NA,NA,NA,1836.85855505389,1646.7099961746,190.148558879288,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"22",2018,49,"UKHSA","UK","NH",17,"ALL",0.756603807210922,0.297031611204147,0.459572196006775,NA,NA,NA,NA,423.525459917235,166.269913720014,257.255546197221,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"23",2018,10,"UKHSA","UK","NH",4,"ALL",7.30440598726272,6.76414823532104,0.540257751941681,NA,NA,NA,NA,4088.80034133271,3786.37929786952,302.421043463193,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"24",2018,37,"UKHSA","UK","NH",13,"ALL",2.77456343173981,2.54810380935669,0.226459622383118,NA,NA,NA,NA,1553.1223109079,1426.35660498837,126.765705919526,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"25",2018,52,"UKHSA","UK","NH",18,"ALL",0.141327351331711,0.141327351331711,0,NA,NA,NA,NA,79.1110630176371,79.1110630176371,0,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"26",2018,13,"UKHSA","UK","NH",5,"ALL",6.41275960206985,5.64461898803711,0.768140614032745,NA,NA,NA,NA,3589.68185716273,3159.69841835533,429.983438807403,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"27",2018,40,"UKHSA","UK","NH",14,"ALL",2.26102559268475,2.11774516105652,0.143280431628227,NA,NA,NA,NA,1265.6583206427,1185.45397839099,80.2043422517011,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"28",2018,28,"UKHSA","UK","NH",10,"ALL",4.15906405448914,3.77469825744629,0.384365797042847,NA,NA,NA,NA,2328.1266889154,2112.96956253361,215.157126381793,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"29",2018,16,"UKHSA","UK","NH",6,"ALL",5.97329267859459,5.49408674240112,0.479205936193466,NA,NA,NA,NA,3343.68067515786,3075.43471526828,268.245959889583,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"30",2018,96,"UKHSA","UK","NH",45,"ALL",4.84053227305412,0.165552586317062,4.67497968673706,NA,NA,NA,NA,2709.59336663495,92.6716659263056,2616.92170070865,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"31",2018,31,"UKHSA","UK","NH",11,"ALL",3.63818573951721,3.27949595451355,0.358689785003662,NA,NA,NA,NA,2036.55370738017,1835.76928796085,200.784419419317,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"32",2018,19,"UKHSA","UK","NH",7,"ALL",6.94446909427643,6.2474422454834,0.69702684879303,NA,NA,NA,NA,3887.3178260581,3497.14186620144,390.175959856665,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"33",2018,99,"UKHSA","UK","NH",46,"ALL",3.66843450069427,0.183126330375671,3.4853081703186,NA,NA,NA,NA,2053.48611026705,102.508951919258,1950.97715834779,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"34",2018,87,"UKHSA","UK","NH",42,"ALL",2.16430723853409,0.0194767732173204,2.14483046531677,NA,NA,NA,NA,1211.51811538111,10.9025480125158,1200.6155673686,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"35",2018,22,"UKHSA","UK","NH",8,"ALL",6.51782417297363,6.21587800979614,0.30194616317749,NA,NA,NA,NA,3648.49403903248,3479.47309780644,169.020941226034,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"36",2018,102,"UKHSA","UK","NH",47,"ALL",2.65304306149483,0.240137368440628,2.4129056930542,NA,NA,NA,NA,1485.09863694961,134.422122176526,1350.67651477308,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"37",2018,90,"UKHSA","UK","NH",43,"ALL",3.26608538627625,0.0732505321502686,3.19283485412598,NA,NA,NA,NA,1828.26243030784,41.0035807677031,1787.25884954014,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"38",2018,25,"UKHSA","UK","NH",9,"ALL",4.65379643440247,4.20087718963623,0.452919244766235,NA,NA,NA,NA,2605.06391384312,2351.53250200407,253.531411839051,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"39",2018,105,"UKHSA","UK","NH",48,"ALL",2.72327667474747,0.347940027713776,2.37533664703369,NA,NA,NA,NA,1524.41343165587,194.76700864659,1329.64642300928,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"40",2018,93,"UKHSA","UK","NH",44,"ALL",4.46005272865295,0.0739762783050537,4.3860764503479,NA,NA,NA,NA,2496.61165481192,41.4098329845953,2455.20182182733,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"41",2018,81,"UKHSA","UK","NH",40,"ALL",1.73614645376801,0.0389535464346409,1.69719290733337,NA,NA,NA,NA,971.845790766409,21.8050960250316,950.040694741378,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"42",2018,108,"UKHSA","UK","NH",49,"ALL",2.1226432621479,0.476128488779068,1.64651477336884,NA,NA,NA,NA,1188.19579715754,266.523291672569,921.67250548497,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"43",2018,117,"UKHSA","UK","NH",52,"ALL",3.42031693458557,2.13430571556091,1.28601121902466,NA,NA,NA,NA,1914.59689863711,1194.72410946371,719.872789173403,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"44",2018,84,"UKHSA","UK","NH",41,"ALL",2.44673908501863,0.0693506076931953,2.37738847732544,NA,NA,NA,NA,1369.61549281645,38.8205131125017,1330.79497970395,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"45",2018,111,"UKHSA","UK","NH",50,"ALL",3.20125907659531,0.72109454870224,2.48016452789307,NA,NA,NA,NA,1791.97449154691,403.64837907535,1388.32611247156,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"46",2018,114,"UKHSA","UK","NH",51,"ALL",3.09457975625992,0.95222145318985,2.14235830307007,NA,NA,NA,NA,1732.25841851358,533.026697806269,1199.23172070731,NA,NA,NA,NA,55977178,NA,NA,NA,NA,NA,NA
"47",2019,20,"UKHSA","UK","NH",7,"ALL",5.47103509306908,5.25417947769165,0.216855615377426,NA,NA,NA,NA,3079.4793891321,2957.4179534783,122.061435653802,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"48",2019,17,"UKHSA","UK","NH",6,"ALL",6.34770125150681,6.06993675231934,0.277764499187469,NA,NA,NA,NA,3572.92812783215,3416.58293250265,156.345195329496,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"49",2019,23,"UKHSA","UK","NH",8,"ALL",3.89325289428234,3.68406581878662,0.20918707549572,NA,NA,NA,NA,2191.39373823607,2073.64869063476,117.745047601316,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"50",2019,11,"UKHSA","UK","NH",4,"ALL",5.95314079523087,5.33312368392944,0.620017111301422,NA,NA,NA,NA,3350.84203768669,3001.85324805513,348.988789631558,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"51",2019,8,"UKHSA","UK","NH",3,"ALL",5.03915625810623,4.51052236557007,0.528633892536163,NA,NA,NA,NA,2836.38791772931,2538.8359648047,297.551952924612,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"52",2019,26,"UKHSA","UK","NH",9,"ALL",2.14377629756927,1.86834764480591,0.275428652763367,NA,NA,NA,NA,1206.66652854006,1051.63611017632,155.030418363742,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"53",2019,14,"UKHSA","UK","NH",5,"ALL",5.78433528542519,5.39452505111694,0.389810234308243,NA,NA,NA,NA,3255.82654621651,3036.41421165742,219.412334559089,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"54",2019,2,"UKHSA","UK","NH",1,"ALL",4.43377637863159,3.17310762405396,1.26066875457764,NA,NA,NA,NA,2495.63798106758,1786.04585083928,709.5921302283,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"55",2019,29,"UKHSA","UK","NH",10,"ALL",1.5766017138958,1.35974609851837,0.216855615377426,NA,NA,NA,NA,887.421191825859,765.359756172057,122.061435653802,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"56",2019,59,"UKHSA","UK","NH",20,"ALL",0.226629823446274,0.226629823446274,0,NA,NA,NA,NA,127.563040337573,127.563040337573,0,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"57",2019,5,"UKHSA","UK","NH",2,"ALL",4.86978948116302,4.25768709182739,0.612102389335632,NA,NA,NA,NA,2741.05650604433,2396.52267287892,344.533833165416,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"58",2019,32,"UKHSA","UK","NH",11,"ALL",1.48272892832756,1.33328092098236,0.1494480073452,NA,NA,NA,NA,834.583053623452,750.463312013782,84.1197416096696,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"59",2019,53,"UKHSA","UK","NH",18,"ALL",0.241217538714409,0.241217538714409,0,NA,NA,NA,NA,135.774021941339,135.774021941339,0,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"60",2019,38,"UKHSA","UK","NH",13,"ALL",0.936513900756836,0.936513900756836,0,NA,NA,NA,NA,527.135214078579,527.135214078579,0,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"61",2019,35,"UKHSA","UK","NH",12,"ALL",1.15874129533768,1.01417088508606,0.144570410251617,NA,NA,NA,NA,652.220260997613,570.845970561745,81.3742904358679,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"62",2019,56,"UKHSA","UK","NH",19,"ALL",0.169972360134125,0.169972360134125,0,NA,NA,NA,NA,95.6722760594743,95.6722760594743,0,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"63",2019,44,"UKHSA","UK","NH",15,"ALL",0.842475727200508,0.620370805263519,0.222104921936989,NA,NA,NA,NA,474.203984003816,349.187873214063,125.016110789753,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"64",2019,41,"UKHSA","UK","NH",14,"ALL",0.954255431890488,0.755605459213257,0.198649972677231,NA,NA,NA,NA,537.12138278858,425.307350141237,111.814032647344,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"65",2019,50,"UKHSA","UK","NH",17,"ALL",0.842812538146973,0.689621806144714,0.153190732002258,NA,NA,NA,NA,474.393564649897,388.167157072171,86.2264075777257,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"66",2019,47,"UKHSA","UK","NH",16,"ALL",0.842845112085343,0.560371220111847,0.282473891973495,NA,NA,NA,NA,474.411899529883,315.415930119579,158.995969410304,NA,NA,NA,NA,56286961,NA,NA,NA,NA,NA,NA
"67",2022,33,"UKHSA","UK","NH",11,"ALL",18.5683002408546,NA,NA,18.5683002408546,NA,NA,NA,10500.3994104576,NA,NA,10500.3994104576,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"68",2022,39,"UKHSA","UK","NH",13,"ALL",21.3574264093563,NA,NA,21.3574264093563,NA,NA,NA,12077.6541077394,NA,NA,12077.6541077394,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"69",2022,36,"UKHSA","UK","NH",12,"ALL",20.146999445096,NA,NA,20.146999445096,NA,NA,NA,11393.155989061,NA,NA,11393.155989061,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"70",2022,24,"UKHSA","UK","NH",8,"ALL",9.84034247461276,NA,NA,9.84034247461276,NA,NA,NA,5564.72724906613,NA,NA,5564.72724906613,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"71",2022,6,"UKHSA","UK","NH",2,"ALL",18.606486270933,NA,NA,18.606486270933,NA,NA,NA,10521.9936631637,NA,NA,10521.9936631637,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"72",2022,30,"UKHSA","UK","NH",10,"ALL",14.129436532077,NA,NA,14.129436532077,NA,NA,NA,7990.21585751193,NA,NA,7990.21585751193,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"73",2022,27,"UKHSA","UK","NH",9,"ALL",11.665973966657,NA,NA,11.665973966657,NA,NA,NA,6597.12437718861,NA,NA,6597.12437718861,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"74",2022,9,"UKHSA","UK","NH",3,"ALL",16.7195049042727,NA,NA,16.7195049042727,NA,NA,NA,9454.90309628297,NA,NA,9454.90309628297,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"75",2022,63,"UKHSA","UK","NH",23,"ALL",6.22163292605845,NA,NA,6.22163292605845,NA,NA,NA,3518.34200553949,NA,NA,3518.34200553949,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"76",2022,21,"UKHSA","UK","NH",7,"ALL",10.6077086308899,NA,NA,10.6077086308899,NA,NA,NA,5998.67386940615,NA,NA,5998.67386940615,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"77",2022,12,"UKHSA","UK","NH",4,"ALL",16.3644911268377,NA,NA,16.3644911268377,NA,NA,NA,9254.14231522449,NA,NA,9254.14231522449,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"78",2022,66,"UKHSA","UK","NH",26,"ALL",15.6712331170171,NA,NA,15.6712331170171,NA,NA,NA,8862.10395397487,NA,NA,8862.10395397487,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"79",2022,54,"UKHSA","UK","NH",18,"ALL",8.45763622223911,NA,NA,8.45763622223912,NA,NA,NA,4782.80495521421,NA,NA,4782.80495521421,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"80",2022,42,"UKHSA","UK","NH",14,"ALL",20.2356961549842,NA,NA,20.2356961549842,NA,NA,NA,11443.3141009043,NA,NA,11443.3141009043,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"81",2022,69,"UKHSA","UK","NH",29,"ALL",15.4709061579001,NA,NA,15.4709061579001,NA,NA,NA,8748.81878214302,NA,NA,8748.81878214302,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"82",2022,57,"UKHSA","UK","NH",19,"ALL",6.76317007579268,NA,NA,6.76317007579268,NA,NA,NA,3824.58201103547,NA,NA,3824.58201103547,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"83",2022,45,"UKHSA","UK","NH",15,"ALL",16.7739214370761,NA,NA,16.7739214370761,NA,NA,NA,9485.67572067811,NA,NA,9485.67572067811,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"84",2022,72,"UKHSA","UK","NH",32,"ALL",9.03062908398993,NA,NA,9.03062908398993,NA,NA,NA,5106.83320926444,NA,NA,5106.83320926444,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"85",2022,60,"UKHSA","UK","NH",20,"ALL",5.56502440902186,NA,NA,5.56502440902186,NA,NA,NA,3147.02898303555,NA,NA,3147.02898303555,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"86",2022,48,"UKHSA","UK","NH",16,"ALL",13.0468687626787,NA,NA,13.0468687626787,NA,NA,NA,7378.0222899737,NA,NA,7378.0222899737,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"87",2022,75,"UKHSA","UK","NH",35,"ALL",5.457752890558,NA,NA,5.457752890558,NA,NA,NA,3086.36679130954,NA,NA,3086.36679130954,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"88",2022,76,"UKHSA","UK","NH",36,"ALL",4.9006661428875,NA,NA,4.9006661428875,NA,NA,NA,2771.33346672216,NA,NA,2771.33346672216,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"89",2022,51,"UKHSA","UK","NH",17,"ALL",10.1625663751231,NA,NA,10.1625663751231,NA,NA,NA,5746.94530947369,NA,NA,5746.94530947369,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"90",2022,78,"UKHSA","UK","NH",38,"ALL",7.42956268018097,NA,NA,7.42956268018097,NA,NA,NA,4201.42794843884,NA,NA,4201.42794843884,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"91",2022,79,"UKHSA","UK","NH",39,"ALL",10.5027577950194,NA,NA,10.5027577950194,NA,NA,NA,5939.3240268892,NA,NA,5939.3240268892,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"92",2022,67,"UKHSA","UK","NH",27,"ALL",17.9200533237306,NA,NA,17.9200533237306,NA,NA,NA,10133.8148842433,NA,NA,10133.8148842433,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"93",2022,15,"UKHSA","UK","NH",5,"ALL",13.6048704809163,NA,NA,13.6048704809163,NA,NA,NA,7693.57303167941,NA,NA,7693.57303167941,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"94",2022,82,"UKHSA","UK","NH",40,"ALL",13.6562852631617,0.6233891248703,0.536904215812683,12.4959919224787,NA,NA,NA,7722.6481619916,352.527410391147,303.62007496989,7066.50067663056,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"95",2022,70,"UKHSA","UK","NH",30,"ALL",11.9206908073065,NA,NA,11.9206908073065,NA,NA,NA,6741.16710208516,NA,NA,6741.16710208516,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"96",2022,18,"UKHSA","UK","NH",6,"ALL",11.6483065773008,NA,NA,11.6483065773008,NA,NA,NA,6587.13344412668,NA,NA,6587.13344412668,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"97",2022,85,"UKHSA","UK","NH",41,"ALL",12.8659213686308,0.819847524166107,0.463344514369965,11.5827293300947,NA,NA,NA,7275.69628893219,463.624906305517,262.021962291645,6550.04942033503,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"98",2022,73,"UKHSA","UK","NH",33,"ALL",7.3390849820691,NA,NA,7.3390849820691,NA,NA,NA,4150.26268529735,NA,NA,4150.26268529735,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"99",2022,61,"UKHSA","UK","NH",21,"ALL",4.51124547472185,NA,NA,4.51124547472185,NA,NA,NA,2551.11554147396,NA,NA,2551.11554147396,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"100",2022,88,"UKHSA","UK","NH",42,"ALL",12.0059399307113,0.93255615234375,1.27947413921356,9.79390963915402,NA,NA,NA,6789.37559901436,527.361791077881,723.544391399581,5538.4694165369,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"101",2022,62,"UKHSA","UK","NH",22,"ALL",4.69033269299299,NA,NA,4.69033269299299,NA,NA,NA,2652.38961054665,NA,NA,2652.38961054665,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"102",2022,64,"UKHSA","UK","NH",24,"ALL",7.96356254955109,NA,NA,7.96356254955109,NA,NA,NA,4503.40561148746,NA,NA,4503.40561148746,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"103",2022,91,"UKHSA","UK","NH",43,"ALL",10.543977394628,1.2839971780777,1.43810212612152,7.82187809042874,NA,NA,NA,5962.63376735092,726.102176119044,813.248736902654,4423.28285432922,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"104",2022,65,"UKHSA","UK","NH",25,"ALL",11.2101749424467,NA,NA,11.2101749424467,NA,NA,NA,6339.36939999504,NA,NA,6339.36939999504,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"105",2022,106,"UKHSA","UK","NH",48,"ALL",11.6437137215433,3.94429135322571,2.26493811607361,5.43448425224399,NA,NA,NA,6584.53617785767,2230.50220337121,1280.82563025423,3073.20834423224,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"106",2022,94,"UKHSA","UK","NH",44,"ALL",8.05190399156763,1.02811646461487,1.71412789821625,5.30965962873652,NA,NA,NA,4553.362818859,581.401279540429,969.341691937788,3002.61984738079,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"107",2022,68,"UKHSA","UK","NH",28,"ALL",18.0745790299551,NA,NA,18.0745790299551,NA,NA,NA,10221.1993843587,NA,NA,10221.1993843587,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"108",2022,109,"UKHSA","UK","NH",49,"ALL",15.7476321256204,6.88277626037598,2.23364424705505,6.6312116181894,NA,NA,NA,8905.30769877069,3892.21947347385,1263.12890413869,3749.95932115814,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"109",2022,97,"UKHSA","UK","NH",45,"ALL",7.98850519581513,1.48644959926605,1.43348431587219,5.06857128067688,NA,NA,NA,4517.51071237063,840.5892996854,810.637358834081,2866.28405385115,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"110",2022,71,"UKHSA","UK","NH",31,"ALL",10.0986978577899,NA,NA,10.0986978577899,NA,NA,NA,5710.82757478321,NA,NA,5710.82757478321,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"111",2022,112,"UKHSA","UK","NH",50,"ALL",22.7309399853111,10.8612041473389,2.31389498710632,9.55584085086591,NA,NA,NA,12854.3779303906,6142.02593378185,1308.51080838371,5403.84118822505,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"112",2022,100,"UKHSA","UK","NH",46,"ALL",9.08170660756285,2.37158060073853,2.19757914543152,4.51254686139281,NA,NA,NA,5135.71761933191,1341.13210249887,1242.73403940074,2551.8514774323,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"113",2022,74,"UKHSA","UK","NH",34,"ALL",6.15764029042917,NA,NA,6.15764029042917,NA,NA,NA,3482.15408178129,NA,NA,3482.15408178129,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
"114",2022,115,"UKHSA","UK","NH",51,"ALL",29.6981143722477,15.7053356170654,2.23683261871338,11.7559461364689,NA,NA,NA,16794.3246609039,8881.38896481365,1264.93193271143,6648.00376337885,NA,NA,NA,56550138,NA,NA,NA,NA,NA,NA
