Grupo de edad,Sexo,fecha,numero
50  59 años,F,2021-07-26,11552.0
60  69 años,F,2021-07-26,12109.0
70  79 años,F,2021-07-26,10037.0
80 y más años,F,2021-07-26,8384.0
00  15 años,M,2021-07-30,
15  29 años,M,2021-07-30,
30  44 años,M,2021-07-30,
45  59 años,M,2021-07-30,
60  79 años,M,2021-07-30,
80 y más años,M,2021-07-30,
00  15 años,F,2021-07-30,
15  29 años,F,2021-07-30,
30  44 años,F,2021-07-30,
45  59 años,F,2021-07-30,
60  79 años,F,2021-07-30,
80 y más años,F,2021-07-30,
00  5 años,M,2021-07-30,832.0
5  17 años,M,2021-07-30,1050.0
18  49 años,M,2021-07-30,26307.0
50  59 años,M,2021-07-30,17940.0
60  69 años,M,2021-07-30,17360.0
70  79 años,M,2021-07-30,12796.0
80 y más años,M,2021-07-30,7735.0
00  5 años,F,2021-07-30,732.0
5  17 años,F,2021-07-30,1118.0
18  49 años,F,2021-07-30,21936.0
50  59 años,F,2021-07-30,11597.0
60  69 años,F,2021-07-30,12165.0
70  79 años,F,2021-07-30,10073.0
80 y más años,F,2021-07-30,8443.0
00  15 años,M,2021-08-02,
15  29 años,M,2021-08-02,
30  44 años,M,2021-08-02,
45  59 años,M,2021-08-02,
60  79 años,M,2021-08-02,
80 y más años,M,2021-08-02,
00  15 años,F,2021-08-02,
15  29 años,F,2021-08-02,
30  44 años,F,2021-08-02,
45  59 años,F,2021-08-02,
60  79 años,F,2021-08-02,
80 y más años,F,2021-08-02,
00  5 años,M,2021-08-02,835.0
5  17 años,M,2021-08-02,1051.0
18  49 años,M,2021-08-02,26351.0
50  59 años,M,2021-08-02,17968.0
60  69 años,M,2021-08-02,17414.0
70  79 años,M,2021-08-02,12849.0
80 y más años,M,2021-08-02,7752.0
00  5 años,F,2021-08-02,736.0
5  17 años,F,2021-08-02,1124.0
18  49 años,F,2021-08-02,21965.0
50  59 años,F,2021-08-02,11617.0
60  69 años,F,2021-08-02,12197.0
70  79 años,F,2021-08-02,10116.0
80 y más años,F,2021-08-02,8474.0
00  15 años,M,2021-08-06,
15  29 años,M,2021-08-06,
30  44 años,M,2021-08-06,
45  59 años,M,2021-08-06,
60  79 años,M,2021-08-06,
80 y más años,M,2021-08-06,
00  15 años,F,2021-08-06,
15  29 años,F,2021-08-06,
30  44 años,F,2021-08-06,
45  59 años,F,2021-08-06,
60  79 años,F,2021-08-06,
80 y más años,F,2021-08-06,
00  5 años,M,2021-08-06,842.0
5  17 años,M,2021-08-06,1054.0
18  49 años,M,2021-08-06,26380.0
50  59 años,M,2021-08-06,17986.0
60  69 años,M,2021-08-06,17464.0
70  79 años,M,2021-08-06,12891.0
80 y más años,M,2021-08-06,7803.0
00  5 años,F,2021-08-06,740.0
5  17 años,F,2021-08-06,1128.0
18  49 años,F,2021-08-06,22016.0
50  59 años,F,2021-08-06,11635.0
60  69 años,F,2021-08-06,12223.0
70  79 años,F,2021-08-06,10153.0
80 y más años,F,2021-08-06,8499.0
00  15 años,M,2021-08-09,
15  29 años,M,2021-08-09,
30  44 años,M,2021-08-09,
45  59 años,M,2021-08-09,
60  79 años,M,2021-08-09,
80 y más años,M,2021-08-09,
00  15 años,F,2021-08-09,
15  29 años,F,2021-08-09,
30  44 años,F,2021-08-09,
45  59 años,F,2021-08-09,
60  79 años,F,2021-08-09,
80 y más años,F,2021-08-09,
00  5 años,M,2021-08-09,844.0
5  17 años,M,2021-08-09,1054.0
18  49 años,M,2021-08-09,26442.0
50  59 años,M,2021-08-09,18024.0
60  69 años,M,2021-08-09,17523.0
70  79 años,M,2021-08-09,12931.0
80 y más años,M,2021-08-09,7833.0
00  5 años,F,2021-08-09,743.0
5  17 años,F,2021-08-09,1133.0
18  49 años,F,2021-08-09,22067.0
50  59 años,F,2021-08-09,11657.0
60  69 años,F,2021-08-09,12245.0
70  79 años,F,2021-08-09,10194.0
80 y más años,F,2021-08-09,8544.0
00  15 años,M,2021-08-13,
15  29 años,M,2021-08-13,
30  44 años,M,2021-08-13,
45  59 años,M,2021-08-13,
60  79 años,M,2021-08-13,
80 y más años,M,2021-08-13,
00  15 años,F,2021-08-13,
15  29 años,F,2021-08-13,
30  44 años,F,2021-08-13,
45  59 años,F,2021-08-13,
60  79 años,F,2021-08-13,
80 y más años,F,2021-08-13,
00  5 años,M,2021-08-13,848.0
5  17 años,M,2021-08-13,1056.0
18  49 años,M,2021-08-13,26493.0
50  59 años,M,2021-08-13,18083.0
60  69 años,M,2021-08-13,17596.0
70  79 años,M,2021-08-13,13002.0
80 y más años,M,2021-08-13,7883.0
00  5 años,F,2021-08-13,745.0
5  17 años,F,2021-08-13,1137.0
18  49 años,F,2021-08-13,22116.0
50  59 años,F,2021-08-13,11689.0
60  69 años,F,2021-08-13,12287.0
70  79 años,F,2021-08-13,10242.0
80 y más años,F,2021-08-13,8577.0
00  15 años,M,2021-08-16,
15  29 años,M,2021-08-16,
30  44 años,M,2021-08-16,
45  59 años,M,2021-08-16,
60  79 años,M,2021-08-16,
80 y más años,M,2021-08-16,
00  15 años,F,2021-08-16,
15  29 años,F,2021-08-16,
30  44 años,F,2021-08-16,
45  59 años,F,2021-08-16,
60  79 años,F,2021-08-16,
80 y más años,F,2021-08-16,
00  5 años,M,2021-08-16,848.0
5  17 años,M,2021-08-16,1057.0
18  49 años,M,2021-08-16,26529.0
50  59 años,M,2021-08-16,18115.0
60  69 años,M,2021-08-16,17636.0
70  79 años,M,2021-08-16,13031.0
80 y más años,M,2021-08-16,7916.0
00  5 años,F,2021-08-16,745.0
5  17 años,F,2021-08-16,1138.0
18  49 años,F,2021-08-16,22166.0
50  59 años,F,2021-08-16,11704.0
60  69 años,F,2021-08-16,12318.0
70  79 años,F,2021-08-16,10272.0
80 y más años,F,2021-08-16,8602.0
00  15 años,M,2021-08-20,
15  29 años,M,2021-08-20,
30  44 años,M,2021-08-20,
45  59 años,M,2021-08-20,
60  79 años,M,2021-08-20,
80 y más años,M,2021-08-20,
00  15 años,F,2021-08-20,
15  29 años,F,2021-08-20,
30  44 años,F,2021-08-20,
45  59 años,F,2021-08-20,
60  79 años,F,2021-08-20,
80 y más años,F,2021-08-20,
00  5 años,M,2021-08-20,850.0
5  17 años,M,2021-08-20,1062.0
18  49 años,M,2021-08-20,26577.0
50  59 años,M,2021-08-20,18144.0
60  69 años,M,2021-08-20,17689.0
70  79 años,M,2021-08-20,13083.0
80 y más años,M,2021-08-20,7943.0
00  5 años,F,2021-08-20,750.0
5  17 años,F,2021-08-20,1144.0
18  49 años,F,2021-08-20,22213.0
50  59 años,F,2021-08-20,11748.0
60  69 años,F,2021-08-20,12358.0
70  79 años,F,2021-08-20,10312.0
80 y más años,F,2021-08-20,8642.0
00  15 años,M,2021-08-23,
15  29 años,M,2021-08-23,
30  44 años,M,2021-08-23,
45  59 años,M,2021-08-23,
60  79 años,M,2021-08-23,
80 y más años,M,2021-08-23,
00  15 años,F,2021-08-23,
15  29 años,F,2021-08-23,
30  44 años,F,2021-08-23,
45  59 años,F,2021-08-23,
60  79 años,F,2021-08-23,
80 y más años,F,2021-08-23,
00  5 años,M,2021-08-23,850.0
5  17 años,M,2021-08-23,1062.0
18  49 años,M,2021-08-23,26616.0
50  59 años,M,2021-08-23,18166.0
60  69 años,M,2021-08-23,17733.0
70  79 años,M,2021-08-23,13111.0
80 y más años,M,2021-08-23,7965.0
00  5 años,F,2021-08-23,751.0
5  17 años,F,2021-08-23,1148.0
18  49 años,F,2021-08-23,22247.0
50  59 años,F,2021-08-23,11768.0
60  69 años,F,2021-08-23,12387.0
70  79 años,F,2021-08-23,10342.0
80 y más años,F,2021-08-23,8668.0
00  15 años,M,2021-08-27,
15  29 años,M,2021-08-27,
30  44 años,M,2021-08-27,
45  59 años,M,2021-08-27,
60  79 años,M,2021-08-27,
80 y más años,M,2021-08-27,
00  15 años,F,2021-08-27,
15  29 años,F,2021-08-27,
30  44 años,F,2021-08-27,
45  59 años,F,2021-08-27,
60  79 años,F,2021-08-27,
80 y más años,F,2021-08-27,
00  5 años,M,2021-08-27,854.0
5  17 años,M,2021-08-27,1065.0
18  49 años,M,2021-08-27,26656.0
50  59 años,M,2021-08-27,18194.0
60  69 años,M,2021-08-27,17775.0
70  79 años,M,2021-08-27,13150.0
80 y más años,M,2021-08-27,7995.0
00  5 años,F,2021-08-27,751.0
5  17 años,F,2021-08-27,1152.0
18  49 años,F,2021-08-27,22288.0
50  59 años,F,2021-08-27,11786.0
60  69 años,F,2021-08-27,12420.0
70  79 años,F,2021-08-27,10382.0
80 y más años,F,2021-08-27,8695.0
00  15 años,M,2021-08-30,
15  29 años,M,2021-08-30,
30  44 años,M,2021-08-30,
45  59 años,M,2021-08-30,
60  79 años,M,2021-08-30,
80 y más años,M,2021-08-30,
00  15 años,F,2021-08-30,
15  29 años,F,2021-08-30,
30  44 años,F,2021-08-30,
45  59 años,F,2021-08-30,
60  79 años,F,2021-08-30,
80 y más años,F,2021-08-30,
00  5 años,M,2021-08-30,855.0
5  17 años,M,2021-08-30,1066.0
18  49 años,M,2021-08-30,26680.0
50  59 años,M,2021-08-30,18207.0
60  69 años,M,2021-08-30,17791.0
70  79 años,M,2021-08-30,13174.0
80 y más años,M,2021-08-30,8010.0
00  5 años,F,2021-08-30,751.0
5  17 años,F,2021-08-30,1154.0
18  49 años,F,2021-08-30,22321.0
50  59 años,F,2021-08-30,11801.0
60  69 años,F,2021-08-30,12437.0
70  79 años,F,2021-08-30,10402.0
80 y más años,F,2021-08-30,8705.0
00  15 años,M,2021-09-03,
15  29 años,M,2021-09-03,
30  44 años,M,2021-09-03,
45  59 años,M,2021-09-03,
60  79 años,M,2021-09-03,
80 y más años,M,2021-09-03,
00  15 años,F,2021-09-03,
15  29 años,F,2021-09-03,
30  44 años,F,2021-09-03,
45  59 años,F,2021-09-03,
60  79 años,F,2021-09-03,
80 y más años,F,2021-09-03,
00  5 años,M,2021-09-03,859.0
5  17 años,M,2021-09-03,1070.0
18  49 años,M,2021-09-03,26720.0
50  59 años,M,2021-09-03,18235.0
60  69 años,M,2021-09-03,17828.0
70  79 años,M,2021-09-03,13202.0
80 y más años,M,2021-09-03,8025.0
00  5 años,F,2021-09-03,751.0
5  17 años,F,2021-09-03,1154.0
18  49 años,F,2021-09-03,22360.0
50  59 años,F,2021-09-03,11820.0
60  69 años,F,2021-09-03,12462.0
70  79 años,F,2021-09-03,10431.0
80 y más años,F,2021-09-03,8731.0
00  15 años,M,2021-09-06,
15  29 años,M,2021-09-06,
30  44 años,M,2021-09-06,
45  59 años,M,2021-09-06,
60  79 años,M,2021-09-06,
80 y más años,M,2021-09-06,
00  15 años,F,2021-09-06,
15  29 años,F,2021-09-06,
30  44 años,F,2021-09-06,
45  59 años,F,2021-09-06,
60  79 años,F,2021-09-06,
80 y más años,F,2021-09-06,
00  5 años,M,2021-09-06,860.0
5  17 años,M,2021-09-06,1074.0
18  49 años,M,2021-09-06,26740.0
50  59 años,M,2021-09-06,18247.0
60  69 años,M,2021-09-06,17854.0
70  79 años,M,2021-09-06,13222.0
80 y más años,M,2021-09-06,8041.0
00  5 años,F,2021-09-06,752.0
5  17 años,F,2021-09-06,1158.0
18  49 años,F,2021-09-06,22389.0
50  59 años,F,2021-09-06,11832.0
60  69 años,F,2021-09-06,12475.0
70  79 años,F,2021-09-06,10450.0
80 y más años,F,2021-09-06,8741.0
00  15 años,M,2021-09-10,
15  29 años,M,2021-09-10,
30  44 años,M,2021-09-10,
45  59 años,M,2021-09-10,
60  79 años,M,2021-09-10,
80 y más años,M,2021-09-10,
00  15 años,F,2021-09-10,
15  29 años,F,2021-09-10,
30  44 años,F,2021-09-10,
45  59 años,F,2021-09-10,
60  79 años,F,2021-09-10,
80 y más años,F,2021-09-10,
00  5 años,M,2021-09-10,861.0
5  17 años,M,2021-09-10,1079.0
18  49 años,M,2021-09-10,26769.0
50  59 años,M,2021-09-10,18265.0
60  69 años,M,2021-09-10,17880.0
70  79 años,M,2021-09-10,13243.0
80 y más años,M,2021-09-10,8061.0
00  5 años,F,2021-09-10,753.0
5  17 años,F,2021-09-10,1164.0
18  49 años,F,2021-09-10,22415.0
50  59 años,F,2021-09-10,11847.0
60  69 años,F,2021-09-10,12510.0
70  79 años,F,2021-09-10,10458.0
80 y más años,F,2021-09-10,8760.0
00  15 años,M,2021-09-13,
15  29 años,M,2021-09-13,
30  44 años,M,2021-09-13,
45  59 años,M,2021-09-13,
60  79 años,M,2021-09-13,
80 y más años,M,2021-09-13,
00  15 años,F,2021-09-13,
15  29 años,F,2021-09-13,
30  44 años,F,2021-09-13,
45  59 años,F,2021-09-13,
60  79 años,F,2021-09-13,
80 y más años,F,2021-09-13,
00  5 años,M,2021-09-13,864.0
5  17 años,M,2021-09-13,1078.0
18  49 años,M,2021-09-13,26782.0
50  59 años,M,2021-09-13,18277.0
60  69 años,M,2021-09-13,17899.0
70  79 años,M,2021-09-13,13260.0
80 y más años,M,2021-09-13,8076.0
00  5 años,F,2021-09-13,754.0
5  17 años,F,2021-09-13,1166.0
18  49 años,F,2021-09-13,22442.0
50  59 años,F,2021-09-13,11855.0
60  69 años,F,2021-09-13,12521.0
70  79 años,F,2021-09-13,10467.0
80 y más años,F,2021-09-13,8768.0
00  15 años,M,2021-09-17,
15  29 años,M,2021-09-17,
30  44 años,M,2021-09-17,
45  59 años,M,2021-09-17,
60  79 años,M,2021-09-17,
80 y más años,M,2021-09-17,
00  15 años,F,2021-09-17,
15  29 años,F,2021-09-17,
30  44 años,F,2021-09-17,
45  59 años,F,2021-09-17,
60  79 años,F,2021-09-17,
80 y más años,F,2021-09-17,
00  5 años,M,2021-09-17,863.0
5  17 años,M,2021-09-17,1081.0
18  49 años,M,2021-09-17,26813.0
50  59 años,M,2021-09-17,18294.0
60  69 años,M,2021-09-17,17926.0
70  79 años,M,2021-09-17,13278.0
80 y más años,M,2021-09-17,8088.0
00  5 años,F,2021-09-17,754.0
5  17 años,F,2021-09-17,1170.0
18  49 años,F,2021-09-17,22468.0
50  59 años,F,2021-09-17,11875.0
60  69 años,F,2021-09-17,12542.0
70  79 años,F,2021-09-17,10485.0
80 y más años,F,2021-09-17,8786.0
00  15 años,M,2021-09-20,
15  29 años,M,2021-09-20,
30  44 años,M,2021-09-20,
45  59 años,M,2021-09-20,
60  79 años,M,2021-09-20,
80 y más años,M,2021-09-20,
00  15 años,F,2021-09-20,
15  29 años,F,2021-09-20,
30  44 años,F,2021-09-20,
45  59 años,F,2021-09-20,
60  79 años,F,2021-09-20,
80 y más años,F,2021-09-20,
00  5 años,M,2021-09-20,865.0
5  17 años,M,2021-09-20,1083.0
18  49 años,M,2021-09-20,26834.0
50  59 años,M,2021-09-20,18310.0
60  69 años,M,2021-09-20,17942.0
70  79 años,M,2021-09-20,13287.0
80 y más años,M,2021-09-20,8091.0
00  5 años,F,2021-09-20,754.0
5  17 años,F,2021-09-20,1173.0
18  49 años,F,2021-09-20,22483.0
50  59 años,F,2021-09-20,11884.0
60  69 años,F,2021-09-20,12553.0
70  79 años,F,2021-09-20,10486.0
80 y más años,F,2021-09-20,8791.0
00  15 años,M,2021-09-24,
15  29 años,M,2021-09-24,
30  44 años,M,2021-09-24,
45  59 años,M,2021-09-24,
60  79 años,M,2021-09-24,
80 y más años,M,2021-09-24,
00  15 años,F,2021-09-24,
15  29 años,F,2021-09-24,
30  44 años,F,2021-09-24,
45  59 años,F,2021-09-24,
60  79 años,F,2021-09-24,
80 y más años,F,2021-09-24,
00  5 años,M,2021-09-24,864.0
5  17 años,M,2021-09-24,1088.0
18  49 años,M,2021-09-24,26871.0
50  59 años,M,2021-09-24,18335.0
60  69 años,M,2021-09-24,17959.0
70  79 años,M,2021-09-24,13298.0
80 y más años,M,2021-09-24,8104.0
00  5 años,F,2021-09-24,754.0
5  17 años,F,2021-09-24,1173.0
18  49 años,F,2021-09-24,22518.0
50  59 años,F,2021-09-24,11904.0
60  69 años,F,2021-09-24,12564.0
70  79 años,F,2021-09-24,10504.0
80 y más años,F,2021-09-24,8803.0
00  15 años,M,2021-09-27,
15  29 años,M,2021-09-27,
30  44 años,M,2021-09-27,
45  59 años,M,2021-09-27,
60  79 años,M,2021-09-27,
80 y más años,M,2021-09-27,
00  15 años,F,2021-09-27,
15  29 años,F,2021-09-27,
30  44 años,F,2021-09-27,
45  59 años,F,2021-09-27,
60  79 años,F,2021-09-27,
80 y más años,F,2021-09-27,
00  5 años,M,2021-09-27,865.0
5  17 años,M,2021-09-27,1090.0
18  49 años,M,2021-09-27,26896.0
50  59 años,M,2021-09-27,18349.0
60  69 años,M,2021-09-27,17973.0
70  79 años,M,2021-09-27,13314.0
80 y más años,M,2021-09-27,8111.0
00  5 años,F,2021-09-27,755.0
5  17 años,F,2021-09-27,1174.0
18  49 años,F,2021-09-27,22535.0
50  59 años,F,2021-09-27,11913.0
60  69 años,F,2021-09-27,12578.0
70  79 años,F,2021-09-27,10513.0
80 y más años,F,2021-09-27,8813.0
00  15 años,M,2021-10-01,
15  29 años,M,2021-10-01,
30  44 años,M,2021-10-01,
45  59 años,M,2021-10-01,
60  79 años,M,2021-10-01,
80 y más años,M,2021-10-01,
00  15 años,F,2021-10-01,
15  29 años,F,2021-10-01,
30  44 años,F,2021-10-01,
45  59 años,F,2021-10-01,
60  79 años,F,2021-10-01,
80 y más años,F,2021-10-01,
00  5 años,M,2021-10-01,868.0
5  17 años,M,2021-10-01,1096.0
18  49 años,M,2021-10-01,26946.0
50  59 años,M,2021-10-01,18365.0
60  69 años,M,2021-10-01,17997.0
70  79 años,M,2021-10-01,13327.0
80 y más años,M,2021-10-01,8119.0
00  5 años,F,2021-10-01,757.0
5  17 años,F,2021-10-01,1179.0
18  49 años,F,2021-10-01,22562.0
50  59 años,F,2021-10-01,11929.0
60  69 años,F,2021-10-01,12601.0
70  79 años,F,2021-10-01,10525.0
80 y más años,F,2021-10-01,8827.0
00  15 años,M,2021-10-04,
15  29 años,M,2021-10-04,
30  44 años,M,2021-10-04,
45  59 años,M,2021-10-04,
60  79 años,M,2021-10-04,
80 y más años,M,2021-10-04,
00  15 años,F,2021-10-04,
15  29 años,F,2021-10-04,
30  44 años,F,2021-10-04,
45  59 años,F,2021-10-04,
60  79 años,F,2021-10-04,
80 y más años,F,2021-10-04,
00  5 años,M,2021-10-04,869.0
5  17 años,M,2021-10-04,1096.0
18  49 años,M,2021-10-04,26969.0
50  59 años,M,2021-10-04,18379.0
60  69 años,M,2021-10-04,18009.0
70  79 años,M,2021-10-04,13333.0
80 y más años,M,2021-10-04,8125.0
00  5 años,F,2021-10-04,760.0
5  17 años,F,2021-10-04,1182.0
18  49 años,F,2021-10-04,22590.0
50  59 años,F,2021-10-04,11944.0
60  69 años,F,2021-10-04,12612.0
70  79 años,F,2021-10-04,10532.0
80 y más años,F,2021-10-04,8832.0
00  15 años,M,2021-10-08,
15  29 años,M,2021-10-08,
30  44 años,M,2021-10-08,
45  59 años,M,2021-10-08,
60  79 años,M,2021-10-08,
80 y más años,M,2021-10-08,
00  15 años,F,2021-10-08,
15  29 años,F,2021-10-08,
30  44 años,F,2021-10-08,
45  59 años,F,2021-10-08,
60  79 años,F,2021-10-08,
80 y más años,F,2021-10-08,
00  5 años,M,2021-10-08,874.0
5  17 años,M,2021-10-08,1099.0
18  49 años,M,2021-10-08,27011.0
50  59 años,M,2021-10-08,18423.0
60  69 años,M,2021-10-08,18026.0
70  79 años,M,2021-10-08,13342.0
80 y más años,M,2021-10-08,8146.0
00  5 años,F,2021-10-08,760.0
5  17 años,F,2021-10-08,1184.0
18  49 años,F,2021-10-08,22628.0
50  59 años,F,2021-10-08,11966.0
60  69 años,F,2021-10-08,12631.0
70  79 años,F,2021-10-08,10552.0
80 y más años,F,2021-10-08,8852.0
00  15 años,M,2021-10-11,
15  29 años,M,2021-10-11,
30  44 años,M,2021-10-11,
45  59 años,M,2021-10-11,
60  79 años,M,2021-10-11,
80 y más años,M,2021-10-11,
00  15 años,F,2021-10-11,
15  29 años,F,2021-10-11,
30  44 años,F,2021-10-11,
45  59 años,F,2021-10-11,
60  79 años,F,2021-10-11,
80 y más años,F,2021-10-11,
00  5 años,M,2021-10-11,876.0
5  17 años,M,2021-10-11,1099.0
18  49 años,M,2021-10-11,27038.0
50  59 años,M,2021-10-11,18448.0
60  69 años,M,2021-10-11,18039.0
70  79 años,M,2021-10-11,13353.0
80 y más años,M,2021-10-11,8158.0
00  5 años,F,2021-10-11,763.0
5  17 años,F,2021-10-11,1187.0
18  49 años,F,2021-10-11,22664.0
50  59 años,F,2021-10-11,11981.0
60  69 años,F,2021-10-11,12637.0
70  79 años,F,2021-10-11,10566.0
80 y más años,F,2021-10-11,8867.0
00  15 años,M,2021-10-15,
15  29 años,M,2021-10-15,
30  44 años,M,2021-10-15,
45  59 años,M,2021-10-15,
60  79 años,M,2021-10-15,
80 y más años,M,2021-10-15,
00  15 años,F,2021-10-15,
15  29 años,F,2021-10-15,
30  44 años,F,2021-10-15,
45  59 años,F,2021-10-15,
60  79 años,F,2021-10-15,
80 y más años,F,2021-10-15,
00  5 años,M,2021-10-15,882.0
5  17 años,M,2021-10-15,1102.0
18  49 años,M,2021-10-15,27109.0
50  59 años,M,2021-10-15,18472.0
60  69 años,M,2021-10-15,18057.0
70  79 años,M,2021-10-15,13380.0
80 y más años,M,2021-10-15,8179.0
00  5 años,F,2021-10-15,765.0
5  17 años,F,2021-10-15,1190.0
18  49 años,F,2021-10-15,22714.0
50  59 años,F,2021-10-15,12009.0
60  69 años,F,2021-10-15,12661.0
70  79 años,F,2021-10-15,10586.0
80 y más años,F,2021-10-15,8888.0
00  15 años,M,2021-10-18,
15  29 años,M,2021-10-18,
30  44 años,M,2021-10-18,
45  59 años,M,2021-10-18,
60  79 años,M,2021-10-18,
80 y más años,M,2021-10-18,
00  15 años,F,2021-10-18,
15  29 años,F,2021-10-18,
30  44 años,F,2021-10-18,
45  59 años,F,2021-10-18,
60  79 años,F,2021-10-18,
80 y más años,F,2021-10-18,
00  5 años,M,2021-10-18,886.0
5  17 años,M,2021-10-18,1104.0
18  49 años,M,2021-10-18,27137.0
50  59 años,M,2021-10-18,18504.0
60  69 años,M,2021-10-18,18074.0
70  79 años,M,2021-10-18,13393.0
80 y más años,M,2021-10-18,8199.0
00  5 años,F,2021-10-18,766.0
5  17 años,F,2021-10-18,1195.0
18  49 años,F,2021-10-18,22744.0
50  59 años,F,2021-10-18,12028.0
60  69 años,F,2021-10-18,12684.0
70  79 años,F,2021-10-18,10598.0
80 y más años,F,2021-10-18,8902.0
00  15 años,M,2021-10-22,
15  29 años,M,2021-10-22,
30  44 años,M,2021-10-22,
45  59 años,M,2021-10-22,
60  79 años,M,2021-10-22,
80 y más años,M,2021-10-22,
00  15 años,F,2021-10-22,
15  29 años,F,2021-10-22,
30  44 años,F,2021-10-22,
45  59 años,F,2021-10-22,
60  79 años,F,2021-10-22,
80 y más años,F,2021-10-22,
00  5 años,M,2021-10-22,892.0
5  17 años,M,2021-10-22,1107.0
18  49 años,M,2021-10-22,27202.0
50  59 años,M,2021-10-22,18546.0
60  69 años,M,2021-10-22,18116.0
70  79 años,M,2021-10-22,13415.0
80 y más años,M,2021-10-22,8220.0
00  5 años,F,2021-10-22,770.0
5  17 años,F,2021-10-22,1198.0
18  49 años,F,2021-10-22,22812.0
50  59 años,F,2021-10-22,12062.0
60  69 años,F,2021-10-22,12703.0
70  79 años,F,2021-10-22,10628.0
80 y más años,F,2021-10-22,8926.0
00  15 años,M,2021-10-25,
15  29 años,M,2021-10-25,
30  44 años,M,2021-10-25,
45  59 años,M,2021-10-25,
60  79 años,M,2021-10-25,
80 y más años,M,2021-10-25,
00  15 años,F,2021-10-25,
15  29 años,F,2021-10-25,
30  44 años,F,2021-10-25,
45  59 años,F,2021-10-25,
60  79 años,F,2021-10-25,
80 y más años,F,2021-10-25,
00  5 años,M,2021-10-25,899.0
5  17 años,M,2021-10-25,1113.0
18  49 años,M,2021-10-25,27246.0
50  59 años,M,2021-10-25,18567.0
60  69 años,M,2021-10-25,18140.0
70  79 años,M,2021-10-25,13432.0
80 y más años,M,2021-10-25,8231.0
00  5 años,F,2021-10-25,777.0
5  17 años,F,2021-10-25,1200.0
18  49 años,F,2021-10-25,22860.0
50  59 años,F,2021-10-25,12081.0
60  69 años,F,2021-10-25,12712.0
70  79 años,F,2021-10-25,10642.0
80 y más años,F,2021-10-25,8946.0
00  15 años,M,2021-10-29,
15  29 años,M,2021-10-29,
30  44 años,M,2021-10-29,
45  59 años,M,2021-10-29,
60  79 años,M,2021-10-29,
80 y más años,M,2021-10-29,
00  15 años,F,2021-10-29,
15  29 años,F,2021-10-29,
30  44 años,F,2021-10-29,
45  59 años,F,2021-10-29,
60  79 años,F,2021-10-29,
80 y más años,F,2021-10-29,
00  5 años,M,2021-10-29,910.0
5  17 años,M,2021-10-29,1117.0
18  49 años,M,2021-10-29,27334.0
50  59 años,M,2021-10-29,18614.0
60  69 años,M,2021-10-29,18192.0
70  79 años,M,2021-10-29,13466.0
80 y más años,M,2021-10-29,8245.0
00  5 años,F,2021-10-29,778.0
5  17 años,F,2021-10-29,1208.0
18  49 años,F,2021-10-29,22937.0
50  59 años,F,2021-10-29,12100.0
60  69 años,F,2021-10-29,12745.0
70  79 años,F,2021-10-29,10675.0
80 y más años,F,2021-10-29,8992.0
00  15 años,M,2021-11-01,
15  29 años,M,2021-11-01,
30  44 años,M,2021-11-01,
45  59 años,M,2021-11-01,
60  79 años,M,2021-11-01,
80 y más años,M,2021-11-01,
00  15 años,F,2021-11-01,
15  29 años,F,2021-11-01,
30  44 años,F,2021-11-01,
45  59 años,F,2021-11-01,
60  79 años,F,2021-11-01,
80 y más años,F,2021-11-01,
00  5 años,M,2021-11-01,910.0
5  17 años,M,2021-11-01,1121.0
18  49 años,M,2021-11-01,27395.0
50  59 años,M,2021-11-01,18639.0
60  69 años,M,2021-11-01,18217.0
70  79 años,M,2021-11-01,13492.0
80 y más años,M,2021-11-01,8258.0
00  5 años,F,2021-11-01,780.0
5  17 años,F,2021-11-01,1209.0
18  49 años,F,2021-11-01,22975.0
50  59 años,F,2021-11-01,12128.0
60  69 años,F,2021-11-01,12771.0
70  79 años,F,2021-11-01,10698.0
80 y más años,F,2021-11-01,9010.0
00  15 años,M,2021-11-05,
15  29 años,M,2021-11-05,
30  44 años,M,2021-11-05,
45  59 años,M,2021-11-05,
60  79 años,M,2021-11-05,
80 y más años,M,2021-11-05,
00  15 años,F,2021-11-05,
15  29 años,F,2021-11-05,
30  44 años,F,2021-11-05,
45  59 años,F,2021-11-05,
60  79 años,F,2021-11-05,
80 y más años,F,2021-11-05,
00  5 años,M,2021-11-05,918.0
5  17 años,M,2021-11-05,1125.0
18  49 años,M,2021-11-05,27492.0
50  59 años,M,2021-11-05,18689.0
60  69 años,M,2021-11-05,18261.0
70  79 años,M,2021-11-05,13531.0
80 y más años,M,2021-11-05,8277.0
00  5 años,F,2021-11-05,784.0
5  17 años,F,2021-11-05,1213.0
18  49 años,F,2021-11-05,23039.0
50  59 años,F,2021-11-05,12162.0
60  69 años,F,2021-11-05,12807.0
70  79 años,F,2021-11-05,10726.0
80 y más años,F,2021-11-05,9038.0
00  15 años,M,2021-11-08,
15  29 años,M,2021-11-08,
30  44 años,M,2021-11-08,
45  59 años,M,2021-11-08,
60  79 años,M,2021-11-08,
80 y más años,M,2021-11-08,
00  15 años,F,2021-11-08,
15  29 años,F,2021-11-08,
30  44 años,F,2021-11-08,
45  59 años,F,2021-11-08,
60  79 años,F,2021-11-08,
80 y más años,F,2021-11-08,
00  5 años,M,2021-11-08,919.0
5  17 años,M,2021-11-08,1129.0
18  49 años,M,2021-11-08,27549.0
