Grupo de edad,Sexo,fecha,numero
60  69 años,F,2021-03-19,6982.0
70  79 años,F,2021-03-19,6205.0
80 y más años,F,2021-03-19,5311.0
00  15 años,M,2021-03-22,
15  29 años,M,2021-03-22,
30  44 años,M,2021-03-22,
45  59 años,M,2021-03-22,
60  79 años,M,2021-03-22,
80 y más años,M,2021-03-22,
00  15 años,F,2021-03-22,
15  29 años,F,2021-03-22,
30  44 años,F,2021-03-22,
45  59 años,F,2021-03-22,
60  79 años,F,2021-03-22,
80 y más años,F,2021-03-22,
00  5 años,M,2021-03-22,522.0
5  17 años,M,2021-03-22,521.0
18  49 años,M,2021-03-22,11180.0
50  59 años,M,2021-03-22,9602.0
60  69 años,M,2021-03-22,10588.0
70  79 años,M,2021-03-22,8240.0
80 y más años,M,2021-03-22,4920.0
00  5 años,F,2021-03-22,495.0
5  17 años,F,2021-03-22,573.0
18  49 años,F,2021-03-22,9956.0
50  59 años,F,2021-03-22,5839.0
60  69 años,F,2021-03-22,7042.0
70  79 años,F,2021-03-22,6277.0
80 y más años,F,2021-03-22,5369.0
00  15 años,M,2021-03-26,
15  29 años,M,2021-03-26,
30  44 años,M,2021-03-26,
45  59 años,M,2021-03-26,
60  79 años,M,2021-03-26,
80 y más años,M,2021-03-26,
00  15 años,F,2021-03-26,
15  29 años,F,2021-03-26,
30  44 años,F,2021-03-26,
45  59 años,F,2021-03-26,
60  79 años,F,2021-03-26,
80 y más años,F,2021-03-26,
00  5 años,M,2021-03-26,526.0
5  17 años,M,2021-03-26,531.0
18  49 años,M,2021-03-26,11296.0
50  59 años,M,2021-03-26,9728.0
60  69 años,M,2021-03-26,10713.0
70  79 años,M,2021-03-26,8321.0
80 y más años,M,2021-03-26,4955.0
00  5 años,F,2021-03-26,505.0
5  17 años,F,2021-03-26,581.0
18  49 años,F,2021-03-26,10081.0
50  59 años,F,2021-03-26,5924.0
60  69 años,F,2021-03-26,7152.0
70  79 años,F,2021-03-26,6320.0
80 y más años,F,2021-03-26,5434.0
00  15 años,M,2021-03-29,
15  29 años,M,2021-03-29,
30  44 años,M,2021-03-29,
45  59 años,M,2021-03-29,
60  79 años,M,2021-03-29,
80 y más años,M,2021-03-29,
00  15 años,F,2021-03-29,
15  29 años,F,2021-03-29,
30  44 años,F,2021-03-29,
45  59 años,F,2021-03-29,
60  79 años,F,2021-03-29,
80 y más años,F,2021-03-29,
00  5 años,M,2021-03-29,528.0
5  17 años,M,2021-03-29,536.0
18  49 años,M,2021-03-29,11493.0
50  59 años,M,2021-03-29,9868.0
60  69 años,M,2021-03-29,10857.0
70  79 años,M,2021-03-29,8375.0
80 y más años,M,2021-03-29,4986.0
00  5 años,F,2021-03-29,509.0
5  17 años,F,2021-03-29,592.0
18  49 años,F,2021-03-29,10216.0
50  59 años,F,2021-03-29,6039.0
60  69 años,F,2021-03-29,7268.0
70  79 años,F,2021-03-29,6370.0
80 y más años,F,2021-03-29,5480.0
00  15 años,M,2021-04-02,
15  29 años,M,2021-04-02,
30  44 años,M,2021-04-02,
45  59 años,M,2021-04-02,
60  79 años,M,2021-04-02,
80 y más años,M,2021-04-02,
00  15 años,F,2021-04-02,
15  29 años,F,2021-04-02,
30  44 años,F,2021-04-02,
45  59 años,F,2021-04-02,
60  79 años,F,2021-04-02,
80 y más años,F,2021-04-02,
00  5 años,M,2021-04-02,539.0
5  17 años,M,2021-04-02,542.0
18  49 años,M,2021-04-02,11671.0
50  59 años,M,2021-04-02,10007.0
60  69 años,M,2021-04-02,10982.0
70  79 años,M,2021-04-02,8459.0
80 y más años,M,2021-04-02,5035.0
00  5 años,F,2021-04-02,513.0
5  17 años,F,2021-04-02,605.0
18  49 años,F,2021-04-02,10369.0
50  59 años,F,2021-04-02,6116.0
60  69 años,F,2021-04-02,7344.0
70  79 años,F,2021-04-02,6431.0
80 y más años,F,2021-04-02,5535.0
00  15 años,M,2021-04-05,
15  29 años,M,2021-04-05,
30  44 años,M,2021-04-05,
45  59 años,M,2021-04-05,
60  79 años,M,2021-04-05,
80 y más años,M,2021-04-05,
00  15 años,F,2021-04-05,
15  29 años,F,2021-04-05,
30  44 años,F,2021-04-05,
45  59 años,F,2021-04-05,
60  79 años,F,2021-04-05,
80 y más años,F,2021-04-05,
00  5 años,M,2021-04-05,548.0
5  17 años,M,2021-04-05,549.0
18  49 años,M,2021-04-05,11815.0
50  59 años,M,2021-04-05,10099.0
60  69 años,M,2021-04-05,11084.0
70  79 años,M,2021-04-05,8531.0
80 y más años,M,2021-04-05,5113.0
00  5 años,F,2021-04-05,517.0
5  17 años,F,2021-04-05,614.0
18  49 años,F,2021-04-05,10497.0
50  59 años,F,2021-04-05,6197.0
60  69 años,F,2021-04-05,7400.0
70  79 años,F,2021-04-05,6491.0
80 y más años,F,2021-04-05,5607.0
00  15 años,M,2021-04-09,
15  29 años,M,2021-04-09,
30  44 años,M,2021-04-09,
45  59 años,M,2021-04-09,
60  79 años,M,2021-04-09,
80 y más años,M,2021-04-09,
00  15 años,F,2021-04-09,
15  29 años,F,2021-04-09,
30  44 años,F,2021-04-09,
45  59 años,F,2021-04-09,
60  79 años,F,2021-04-09,
80 y más años,F,2021-04-09,
00  5 años,M,2021-04-09,582.0
5  17 años,M,2021-04-09,597.0
18  49 años,M,2021-04-09,14573.0
50  59 años,M,2021-04-09,12091.0
60  69 años,M,2021-04-09,12798.0
70  79 años,M,2021-04-09,9419.0
80 y más años,M,2021-04-09,5593.0
00  5 años,F,2021-04-09,551.0
5  17 años,F,2021-04-09,655.0
18  49 años,F,2021-04-09,12490.0
50  59 años,F,2021-04-09,7552.0
60  69 años,F,2021-04-09,8604.0
70  79 años,F,2021-04-09,7242.0
80 y más años,F,2021-04-09,6111.0
00  15 años,M,2021-04-12,
15  29 años,M,2021-04-12,
30  44 años,M,2021-04-12,
45  59 años,M,2021-04-12,
60  79 años,M,2021-04-12,
80 y más años,M,2021-04-12,
00  15 años,F,2021-04-12,
15  29 años,F,2021-04-12,
30  44 años,F,2021-04-12,
45  59 años,F,2021-04-12,
60  79 años,F,2021-04-12,
80 y más años,F,2021-04-12,
00  5 años,M,2021-04-12,591.0
5  17 años,M,2021-04-12,614.0
18  49 años,M,2021-04-12,15395.0
50  59 años,M,2021-04-12,12662.0
60  69 años,M,2021-04-12,13104.0
70  79 años,M,2021-04-12,9546.0
80 y más años,M,2021-04-12,5676.0
00  5 años,F,2021-04-12,559.0
5  17 años,F,2021-04-12,667.0
18  49 años,F,2021-04-12,13089.0
50  59 años,F,2021-04-12,7940.0
60  69 años,F,2021-04-12,8845.0
70  79 años,F,2021-04-12,7378.0
80 y más años,F,2021-04-12,6197.0
00  15 años,M,2021-04-16,
15  29 años,M,2021-04-16,
30  44 años,M,2021-04-16,
45  59 años,M,2021-04-16,
60  79 años,M,2021-04-16,
80 y más años,M,2021-04-16,
00  15 años,F,2021-04-16,
15  29 años,F,2021-04-16,
30  44 años,F,2021-04-16,
45  59 años,F,2021-04-16,
60  79 años,F,2021-04-16,
80 y más años,F,2021-04-16,
00  5 años,M,2021-04-16,604.0
5  17 años,M,2021-04-16,627.0
18  49 años,M,2021-04-16,15930.0
50  59 años,M,2021-04-16,13001.0
60  69 años,M,2021-04-16,13356.0
70  79 años,M,2021-04-16,9655.0
80 y más años,M,2021-04-16,5755.0
00  5 años,F,2021-04-16,570.0
5  17 años,F,2021-04-16,684.0
18  49 años,F,2021-04-16,13450.0
50  59 años,F,2021-04-16,8128.0
60  69 años,F,2021-04-16,8986.0
70  79 años,F,2021-04-16,7484.0
80 y más años,F,2021-04-16,6294.0
00  15 años,M,2021-04-19,
15  29 años,M,2021-04-19,
30  44 años,M,2021-04-19,
45  59 años,M,2021-04-19,
60  79 años,M,2021-04-19,
80 y más años,M,2021-04-19,
00  15 años,F,2021-04-19,
15  29 años,F,2021-04-19,
30  44 años,F,2021-04-19,
45  59 años,F,2021-04-19,
60  79 años,F,2021-04-19,
80 y más años,F,2021-04-19,
00  5 años,M,2021-04-19,614.0
5  17 años,M,2021-04-19,637.0
18  49 años,M,2021-04-19,16430.0
50  59 años,M,2021-04-19,13317.0
60  69 años,M,2021-04-19,13508.0
70  79 años,M,2021-04-19,9744.0
80 y más años,M,2021-04-19,5820.0
00  5 años,F,2021-04-19,579.0
5  17 años,F,2021-04-19,693.0
18  49 años,F,2021-04-19,13824.0
50  59 años,F,2021-04-19,8359.0
60  69 años,F,2021-04-19,9109.0
70  79 años,F,2021-04-19,7570.0
80 y más años,F,2021-04-19,6379.0
00  15 años,M,2021-04-23,
15  29 años,M,2021-04-23,
30  44 años,M,2021-04-23,
45  59 años,M,2021-04-23,
60  79 años,M,2021-04-23,
80 y más años,M,2021-04-23,
00  15 años,F,2021-04-23,
15  29 años,F,2021-04-23,
30  44 años,F,2021-04-23,
45  59 años,F,2021-04-23,
60  79 años,F,2021-04-23,
80 y más años,F,2021-04-23,
00  5 años,M,2021-04-23,622.0
5  17 años,M,2021-04-23,647.0
18  49 años,M,2021-04-23,16890.0
50  59 años,M,2021-04-23,13555.0
60  69 años,M,2021-04-23,13594.0
70  79 años,M,2021-04-23,9744.0
80 y más años,M,2021-04-23,5810.0
00  5 años,F,2021-04-23,585.0
5  17 años,F,2021-04-23,700.0
18  49 años,F,2021-04-23,14122.0
50  59 años,F,2021-04-23,8530.0
60  69 años,F,2021-04-23,9179.0
70  79 años,F,2021-04-23,7578.0
80 y más años,F,2021-04-23,6338.0
00  15 años,M,2021-04-26,
15  29 años,M,2021-04-26,
30  44 años,M,2021-04-26,
45  59 años,M,2021-04-26,
60  79 años,M,2021-04-26,
80 y más años,M,2021-04-26,
00  15 años,F,2021-04-26,
15  29 años,F,2021-04-26,
30  44 años,F,2021-04-26,
45  59 años,F,2021-04-26,
60  79 años,F,2021-04-26,
80 y más años,F,2021-04-26,
00  5 años,M,2021-04-26,629.0
5  17 años,M,2021-04-26,661.0
18  49 años,M,2021-04-26,17351.0
50  59 años,M,2021-04-26,13815.0
60  69 años,M,2021-04-26,13735.0
70  79 años,M,2021-04-26,9824.0
80 y más años,M,2021-04-26,5842.0
00  5 años,F,2021-04-26,593.0
5  17 años,F,2021-04-26,719.0
18  49 años,F,2021-04-26,14477.0
50  59 años,F,2021-04-26,8683.0
60  69 años,F,2021-04-26,9261.0
70  79 años,F,2021-04-26,7658.0
80 y más años,F,2021-04-26,6394.0
00  15 años,M,2021-04-30,
15  29 años,M,2021-04-30,
30  44 años,M,2021-04-30,
45  59 años,M,2021-04-30,
60  79 años,M,2021-04-30,
80 y más años,M,2021-04-30,
00  15 años,F,2021-04-30,
15  29 años,F,2021-04-30,
30  44 años,F,2021-04-30,
45  59 años,F,2021-04-30,
60  79 años,F,2021-04-30,
80 y más años,F,2021-04-30,
00  5 años,M,2021-04-30,639.0
5  17 años,M,2021-04-30,675.0
18  49 años,M,2021-04-30,17807.0
50  59 años,M,2021-04-30,14083.0
60  69 años,M,2021-04-30,13883.0
70  79 años,M,2021-04-30,9929.0
80 y más años,M,2021-04-30,5912.0
00  5 años,F,2021-04-30,602.0
5  17 años,F,2021-04-30,731.0
18  49 años,F,2021-04-30,14865.0
50  59 años,F,2021-04-30,8852.0
60  69 años,F,2021-04-30,9382.0
70  79 años,F,2021-04-30,7740.0
80 y más años,F,2021-04-30,6469.0
00  15 años,M,2021-05-03,
15  29 años,M,2021-05-03,
30  44 años,M,2021-05-03,
45  59 años,M,2021-05-03,
60  79 años,M,2021-05-03,
80 y más años,M,2021-05-03,
00  15 años,F,2021-05-03,
15  29 años,F,2021-05-03,
30  44 años,F,2021-05-03,
45  59 años,F,2021-05-03,
60  79 años,F,2021-05-03,
80 y más años,F,2021-05-03,
00  5 años,M,2021-05-03,646.0
5  17 años,M,2021-05-03,691.0
18  49 años,M,2021-05-03,18232.0
50  59 años,M,2021-05-03,14333.0
60  69 años,M,2021-05-03,14001.0
70  79 años,M,2021-05-03,10018.0
80 y más años,M,2021-05-03,5971.0
00  5 años,F,2021-05-03,604.0
5  17 años,F,2021-05-03,746.0
18  49 años,F,2021-05-03,15230.0
50  59 años,F,2021-05-03,9034.0
60  69 años,F,2021-05-03,9509.0
70  79 años,F,2021-05-03,7820.0
80 y más años,F,2021-05-03,6526.0
00  15 años,M,2021-05-07,
15  29 años,M,2021-05-07,
30  44 años,M,2021-05-07,
45  59 años,M,2021-05-07,
60  79 años,M,2021-05-07,
80 y más años,M,2021-05-07,
00  15 años,F,2021-05-07,
15  29 años,F,2021-05-07,
30  44 años,F,2021-05-07,
45  59 años,F,2021-05-07,
60  79 años,F,2021-05-07,
80 y más años,F,2021-05-07,
00  5 años,M,2021-05-07,657.0
5  17 años,M,2021-05-07,704.0
18  49 años,M,2021-05-07,18670.0
50  59 años,M,2021-05-07,14526.0
60  69 años,M,2021-05-07,14146.0
70  79 años,M,2021-05-07,10100.0
80 y más años,M,2021-05-07,6038.0
00  5 años,F,2021-05-07,610.0
5  17 años,F,2021-05-07,756.0
18  49 años,F,2021-05-07,15570.0
50  59 años,F,2021-05-07,9157.0
60  69 años,F,2021-05-07,9617.0
70  79 años,F,2021-05-07,7910.0
80 y más años,F,2021-05-07,6606.0
00  15 años,M,2021-05-10,
15  29 años,M,2021-05-10,
30  44 años,M,2021-05-10,
45  59 años,M,2021-05-10,
60  79 años,M,2021-05-10,
80 y más años,M,2021-05-10,
00  15 años,F,2021-05-10,
15  29 años,F,2021-05-10,
30  44 años,F,2021-05-10,
45  59 años,F,2021-05-10,
60  79 años,F,2021-05-10,
80 y más años,F,2021-05-10,
00  5 años,M,2021-05-10,664.0
5  17 años,M,2021-05-10,715.0
18  49 años,M,2021-05-10,19115.0
50  59 años,M,2021-05-10,14717.0
60  69 años,M,2021-05-10,14275.0
70  79 años,M,2021-05-10,10184.0
80 y más años,M,2021-05-10,6075.0
00  5 años,F,2021-05-10,615.0
5  17 años,F,2021-05-10,767.0
18  49 años,F,2021-05-10,15900.0
50  59 años,F,2021-05-10,9292.0
60  69 años,F,2021-05-10,9703.0
70  79 años,F,2021-05-10,7985.0
80 y más años,F,2021-05-10,6655.0
00  15 años,M,2021-05-14,
15  29 años,M,2021-05-14,
30  44 años,M,2021-05-14,
45  59 años,M,2021-05-14,
60  79 años,M,2021-05-14,
80 y más años,M,2021-05-14,
00  15 años,F,2021-05-14,
15  29 años,F,2021-05-14,
30  44 años,F,2021-05-14,
45  59 años,F,2021-05-14,
60  79 años,F,2021-05-14,
80 y más años,F,2021-05-14,
00  5 años,M,2021-05-14,681.0
5  17 años,M,2021-05-14,729.0
18  49 años,M,2021-05-14,19485.0
50  59 años,M,2021-05-14,14885.0
60  69 años,M,2021-05-14,14370.0
70  79 años,M,2021-05-14,10282.0
80 y más años,M,2021-05-14,6140.0
00  5 años,F,2021-05-14,618.0
5  17 años,F,2021-05-14,783.0
18  49 años,F,2021-05-14,16249.0
50  59 años,F,2021-05-14,9416.0
60  69 años,F,2021-05-14,9802.0
70  79 años,F,2021-05-14,8067.0
80 y más años,F,2021-05-14,6723.0
00  15 años,M,2021-05-17,
15  29 años,M,2021-05-17,
30  44 años,M,2021-05-17,
45  59 años,M,2021-05-17,
60  79 años,M,2021-05-17,
80 y más años,M,2021-05-17,
00  15 años,F,2021-05-17,
15  29 años,F,2021-05-17,
30  44 años,F,2021-05-17,
45  59 años,F,2021-05-17,
60  79 años,F,2021-05-17,
80 y más años,F,2021-05-17,
00  5 años,M,2021-05-17,687.0
5  17 años,M,2021-05-17,743.0
18  49 años,M,2021-05-17,19901.0
50  59 años,M,2021-05-17,15046.0
60  69 años,M,2021-05-17,14496.0
70  79 años,M,2021-05-17,10400.0
80 y más años,M,2021-05-17,6181.0
