id,data_source,country,hemisphere,week,year,age_group,no_hsp,hsp_flu,hsp_rsv,hsp_covid19,cases_flu,cases_rsv,cases_covid19,denominator,influenza_a,influenza_b
89,SARI Watch//UKHSA,uk,nh,43,2018,ALL,1828,41.00358077,1787,,,,,55977178,,
90,SARI Watch//UKHSA,uk,nh,44,2018,ALL,2497,41.40983298,2455,,,,,55977178,,
91,SARI Watch//UKHSA,uk,nh,45,2018,ALL,2710,92.67166593,2617,,,,,55977178,,
92,SARI Watch//UKHSA,uk,nh,46,2018,ALL,2053,102.5089519,1951,,,,,55977178,,
93,SARI Watch//UKHSA,uk,nh,47,2018,ALL,1485,134.4221222,1351,,,,,55977178,,
94,SARI Watch//UKHSA,uk,nh,48,2018,ALL,1524,194.7670086,1330,,,,,55977178,,
95,SARI Watch//UKHSA,uk,nh,49,2018,ALL,1188,266.5232917,922,,,,,55977178,,
96,SARI Watch//UKHSA,uk,nh,50,2018,ALL,1792,403.6483791,1388,,,,,55977178,,
97,SARI Watch//UKHSA,uk,nh,51,2018,ALL,1732,533.0266978,1199,,,,,55977178,,
98,SARI Watch//UKHSA,uk,nh,52,2018,ALL,1915,1194.724109,720,,,,,55977178,,
99,SARI Watch//UKHSA,uk,nh,1,2019,ALL,2482,1776.216103,706,,,,,55977178,,
100,SARI Watch//UKHSA,uk,nh,2,2019,ALL,2726,2383.333082,343,,,,,55977178,,
101,SARI Watch//UKHSA,uk,nh,3,2019,ALL,2821,2524.863133,296,,,,,55977178,,
102,SARI Watch//UKHSA,uk,nh,4,2019,ALL,3332,2985.332138,347,,,,,55977178,,
103,SARI Watch//UKHSA,uk,nh,5,2019,ALL,3238,3019.70289,218,,,,,55977178,,
104,SARI Watch//UKHSA,uk,nh,6,2019,ALL,3553,3397.7793,155,,,,,55977178,,
105,SARI Watch//UKHSA,uk,nh,7,2019,ALL,3063,2941.141399,121,,,,,55977178,,
106,SARI Watch//UKHSA,uk,nh,8,2019,ALL,2179,2062.236081,117,,,,,55977178,,
107,SARI Watch//UKHSA,uk,nh,9,2019,ALL,1200,1045.848287,154,,,,,55977178,,
108,SARI Watch//UKHSA,uk,nh,10,2019,ALL,883,761.1474939,121,,,,,55977178,,
109,SARI Watch//UKHSA,uk,nh,11,2019,ALL,830,746.3330344,84,,,,,55977178,,
110,SARI Watch//UKHSA,uk,nh,12,2019,ALL,649,567.7042416,81,,,,,55977178,,
111,SARI Watch//UKHSA,uk,nh,13,2019,ALL,524,524.2340532,0,,,,,55977178,,
112,SARI Watch//UKHSA,uk,nh,14,2019,ALL,534,422.9666129,111,,,,,55977178,,
113,SARI Watch//UKHSA,uk,nh,15,2019,ALL,472,347.2660699,124,,,,,55977178,,
114,SARI Watch//UKHSA,uk,nh,16,2019,ALL,472,313.6799953,158,,,,,55977178,,
115,SARI Watch//UKHSA,uk,nh,17,2019,ALL,472,386.030826,86,,,,,55977178,,
116,SARI Watch//UKHSA,uk,nh,18,2019,ALL,135,135.026771,0,,,,,55977178,,
117,SARI Watch//UKHSA,uk,nh,19,2019,ALL,95,95.14573058,0,,,,,55977178,,
118,SARI Watch//UKHSA,uk,nh,20,2019,ALL,127,126.8609797,0,,,,,55977178,,
119,SARI Watch//UKHSA,uk,nh,40,2019,ALL,691,17.14933625,673,,,,,56286961,,
120,SARI Watch//UKHSA,uk,nh,41,2019,ALL,723,144.3185205,579,,,,,56286961,,
121,SARI Watch//UKHSA,uk,nh,42,2019,ALL,870,109.5451038,761,,,,,56286961,,
122,SARI Watch//UKHSA,uk,nh,43,2019,ALL,1429,307.7695638,1121,,,,,56286961,,
123,SARI Watch//UKHSA,uk,nh,44,2019,ALL,2096,245.166433,1850,,,,,56286961,,
124,SARI Watch//UKHSA,uk,nh,45,2019,ALL,2479,437.3595898,2042,,,,,56286961,,
125,SARI Watch//UKHSA,uk,nh,46,2019,ALL,3041,671.3803616,2370,,,,,56286961,,
126,SARI Watch//UKHSA,uk,nh,47,2019,ALL,3932,1397.432685,2535,,,,,56286961,,
