"","year","week","pathogen","Total","A00..04","A05..09","A10..14","A15..19","A20..24","A25..29","A30..34","A35..39","A40..44","A45..49","A50..54","A55..59","A60..64","A65..69","A70..74","A75..79","A80+"
"652",2023,28,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653",2023,29,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654",2023,30,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655",2023,31,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656",2023,32,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657",2023,33,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658",2023,34,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659",2023,35,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660",2023,36,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661",2023,37,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662",2023,38,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663",2023,39,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664",2023,40,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665",2023,41,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666",2023,42,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667",2023,43,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668",2023,44,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669",2023,45,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670",2023,46,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671",2023,47,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672",2023,48,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673",2023,49,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674",2023,50,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675",2023,51,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676",2023,52,"flu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677",2023,1,"rsv",0.98,4.48,0.57,0.59,0.78,0.46,0.35,0.36,0.52,0.39,0.84,0.88,0.76,0.83,0.7,0.91,1.38,2.29
"678",2023,2,"rsv",0.62,2.59,0.31,0.27,0.52,0.66,0.2,0.22,0.22,0.35,0.33,0.45,0.42,0.55,0.54,0.62,0.85,1.65
"679",2023,3,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680",2023,4,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681",2023,5,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682",2023,6,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683",2023,7,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684",2023,8,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685",2023,9,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686",2023,10,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687",2023,11,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688",2023,12,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689",2023,13,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690",2023,14,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691",2023,15,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692",2023,16,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693",2023,17,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694",2023,18,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695",2023,19,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696",2023,20,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697",2023,21,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698",2023,22,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699",2023,23,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700",2023,24,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701",2023,25,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702",2023,26,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703",2023,27,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704",2023,28,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705",2023,29,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706",2023,30,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707",2023,31,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708",2023,32,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709",2023,33,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710",2023,34,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711",2023,35,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712",2023,36,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713",2023,37,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714",2023,38,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715",2023,39,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716",2023,40,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717",2023,41,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718",2023,42,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719",2023,43,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720",2023,44,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721",2023,45,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722",2023,46,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",2023,47,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",2023,48,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725",2023,49,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726",2023,50,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727",2023,51,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728",2023,52,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
