year,week,age_group,cases_rate_flu,cases_rate_rsv,cases_rate_covid19
2016,1,ALL,0.4,0.05,NA
2016,1,00-04,2.16,0.96,NA
2016,1,05-09,0.89,0.06,NA
2016,1,10-14,0.24,0,NA
2016,1,15-19,0.29,0,NA
2016,1,20-24,0.39,0.02,NA
2016,1,25-29,0.34,0,NA
2016,1,30-34,0.33,0,NA
2016,1,35-39,0.51,0,NA
2016,1,40-44,0.41,0,NA
2016,1,45-49,0.35,0,NA
2016,1,50-54,0.23,0,NA
2016,1,55-59,0.26,0,NA
2016,1,60-64,0.17,0,NA
2016,1,65-69,0.18,0,NA
2016,1,70-74,0.3,0,NA
2016,1,75-79,0.11,0,NA
2016,1,80+,0.14,0,NA
2016,2,ALL,0.7,0.06,NA
2016,2,00-04,3.17,1.17,NA
2016,2,05-09,2.35,0,NA
2016,2,10-14,0.49,0.03,NA
2016,2,15-19,0.55,0.02,NA
2016,2,20-24,0.52,0.04,NA
2016,2,25-29,0.63,0,NA
2016,2,30-34,0.57,0,NA
2016,2,35-39,0.59,0.02,NA
2016,2,40-44,0.89,0,NA
2016,2,45-49,0.64,0.02,NA
2016,2,50-54,0.63,0,NA
2016,2,55-59,0.45,0,NA
2016,2,60-64,0.34,0,NA
2016,2,65-69,0.44,0,NA
2016,2,70-74,0.16,0.03,NA
2016,2,75-79,0.16,0,NA
2016,2,80+,0.1,0,NA
2016,3,ALL,1.33,0.11,NA
2016,3,00-04,6.36,2.1,NA
2016,3,05-09,6.45,0.11,NA
2016,3,10-14,2.09,0.05,NA
2016,3,15-19,1.08,0,NA
2016,3,20-24,0.5,0,NA
2016,3,25-29,1.19,0,NA
2016,3,30-34,1.03,0,NA
2016,3,35-39,1.29,0,NA
2016,3,40-44,1.33,0,NA
2016,3,45-49,0.78,0,NA
2016,3,50-54,0.73,0.01,NA
2016,3,55-59,0.77,0.02,NA
2016,3,60-64,0.62,0,NA
2016,3,65-69,0.31,0.02,NA
2016,3,70-74,0.38,0,NA
2016,3,75-79,0.39,0,NA
2016,3,80+,0.18,0,NA
2016,4,ALL,2.72,0.11,NA
2016,4,00-04,13.82,2.08,NA
2016,4,05-09,11.59,0.11,NA
2016,4,10-14,4.62,0.08,NA
2016,4,15-19,1.82,0.02,NA
2016,4,20-24,1.07,0,NA
2016,4,25-29,1.71,0.04,NA
2016,4,30-34,2.74,0.02,NA
2016,4,35-39,2.87,0,NA
2016,4,40-44,2.65,0,NA
2016,4,45-49,2.12,0,NA
2016,4,50-54,1.7,0.03,NA
2016,4,55-59,1.54,0,NA
2016,4,60-64,1.17,0,NA
2016,4,65-69,0.66,0,NA
2016,4,70-74,0.6,0,NA
2016,4,75-79,0.46,0,NA
2016,4,80+,0.47,0,NA
2016,5,ALL,3.65,0.14,NA
2016,5,00-04,16.88,2.9,NA
2016,5,05-09,13.59,0.03,NA
2016,5,10-14,5.68,0.03,NA
2016,5,15-19,2.9,0,NA
2016,5,20-24,1.7,0,NA
2016,5,25-29,2.59,0,NA
2016,5,30-34,3.6,0.02,NA
2016,5,35-39,3.86,0,NA
2016,5,40-44,3.09,0.04,NA
2016,5,45-49,3.16,0.02,NA
2016,5,50-54,2.36,0,NA
2016,5,55-59,2.62,0.03,NA
2016,5,60-64,1.82,0,NA
2016,5,65-69,1.32,0.02,NA
2016,5,70-74,1.04,0,NA
2016,5,75-79,1.15,0,NA
2016,5,80+,0.71,0,NA
2016,6,ALL,3.83,0.17,NA
2016,6,00-04,18.32,3.46,NA
2016,6,05-09,15.41,0.06,NA
2016,6,10-14,4.89,0.03,NA
2016,6,15-19,3.02,0.02,NA
2016,6,20-24,1.77,0,NA
2016,6,25-29,3.17,0,NA
2016,6,30-34,3.75,0.04,NA
2016,6,35-39,4.17,0.02,NA
2016,6,40-44,3.4,0,NA
2016,6,45-49,2.92,0,NA
2016,6,50-54,2.46,0.01,NA
2016,6,55-59,2.41,0.02,NA
2016,6,60-64,1.97,0,NA
2016,6,65-69,1.21,0,NA
2016,6,70-74,1.37,0,NA
2016,6,75-79,1.1,0,NA
2016,6,80+,0.57,0.04,NA
2016,7,ALL,5.38,0.2,NA
2016,7,00-04,24.05,3.86,NA
2016,7,05-09,22.52,0.08,NA
2016,7,10-14,6.52,0,NA
2016,7,15-19,3.9,0.02,NA
2016,7,20-24,2.73,0.04,NA
2016,7,25-29,4.27,0,NA
2016,7,30-34,5.56,0,NA
2016,7,35-39,4.73,0.1,NA
2016,7,40-44,4.98,0.02,NA
2016,7,45-49,4.73,0.03,NA
2016,7,50-54,3.94,0.01,NA
2016,7,55-59,3.89,0.05,NA
2016,7,60-64,2.92,0.04,NA
2016,7,65-69,1.8,0.04,NA
2016,7,70-74,1.34,0,NA
2016,7,75-79,1.01,0.05,NA
2016,7,80+,1.13,0,NA
2016,8,ALL,7.69,0.17,NA
2016,8,00-04,31.98,3.01,NA
2016,8,05-09,31.6,0.14,NA
2016,8,10-14,13.67,0.08,NA
2016,8,15-19,7.23,0.02,NA
2016,8,20-24,3.89,0.02,NA
2016,8,25-29,5.53,0.02,NA
2016,8,30-34,7.64,0,NA
2016,8,35-39,7.75,0.04,NA
2016,8,40-44,6.76,0.04,NA
2016,8,45-49,5.94,0.02,NA
2016,8,50-54,4.97,0.03,NA
2016,8,55-59,4.95,0.02,NA
2016,8,60-64,3.52,0.04,NA
2016,8,65-69,2.54,0,NA
2016,8,70-74,2.65,0,NA
2016,8,75-79,1.91,0,NA
2016,8,80+,1.84,0.06,NA
2016,9,ALL,9.35,0.22,NA
2016,9,00-04,34.3,4.18,NA
2016,9,05-09,42.28,0.11,NA
2016,9,10-14,18.51,0.11,NA
2016,9,15-19,10.51,0.05,NA
2016,9,20-24,4.74,0,NA
2016,9,25-29,8.03,0.02,NA
2016,9,30-34,9.14,0.04,NA
2016,9,35-39,8.48,0.04,NA
2016,9,40-44,7.57,0,NA
2016,9,45-49,6.82,0,NA
2016,9,50-54,6.27,0.04,NA
2016,9,55-59,4.89,0.03,NA
2016,9,60-64,4.3,0.02,NA
2016,9,65-69,3.16,0.04,NA
2016,9,70-74,3.26,0.03,NA
2016,9,75-79,2.71,0.02,NA
2016,9,80+,1.54,0.04,NA
2016,10,ALL,12.16,0.14,NA
2016,10,00-04,44.1,2.56,NA
2016,10,05-09,58.44,0.14,NA
2016,10,10-14,25.88,0.03,NA
2016,10,15-19,14.97,0.02,NA
2016,10,20-24,6.71,0,NA
2016,10,25-29,9.78,0,NA
2016,10,30-34,11.82,0.04,NA
2016,10,35-39,10.84,0.02,NA
2016,10,40-44,8.9,0,NA
2016,10,45-49,7.87,0,NA
2016,10,50-54,7.02,0,NA
2016,10,55-59,6.51,0.03,NA
2016,10,60-64,5.4,0.04,NA
2016,10,65-69,4.03,0.04,NA
2016,10,70-74,4.27,0.03,NA
2016,10,75-79,3.17,0.02,NA
2016,10,80+,2.14,0.02,NA
2016,11,ALL,13.55,0.13,NA
2016,11,00-04,47.03,2.53,NA
2016,11,05-09,61.18,0.11,NA
2016,11,10-14,28.65,0.03,NA
2016,11,15-19,18.97,0,NA
2016,11,20-24,7.56,0.02,NA
2016,11,25-29,11.11,0,NA
2016,11,30-34,13.74,0,NA
2016,11,35-39,12.3,0.02,NA
2016,11,40-44,10.33,0,NA
2016,11,45-49,8.9,0,NA
2016,11,50-54,7.25,0.03,NA
2016,11,55-59,7.75,0.02,NA
2016,11,60-64,6.1,0,NA
2016,11,65-69,4.41,0.02,NA
2016,11,70-74,4.87,0,NA
2016,11,75-79,4.28,0.05,NA
2016,11,80+,2.75,0.04,NA
2016,12,ALL,10.78,0.1,NA
2016,12,00-04,39.04,1.92,NA
2016,12,05-09,43,0.03,NA
2016,12,10-14,22.73,0.03,NA
2016,12,15-19,13.96,0.02,NA
2016,12,20-24,7.8,0,NA
2016,12,25-29,9.52,0.02,NA
2016,12,30-34,11.61,0,NA
2016,12,35-39,8.82,0,NA
2016,12,40-44,7.98,0.02,NA
2016,12,45-49,7.04,0,NA
2016,12,50-54,5.77,0,NA
2016,12,55-59,5.63,0,NA
2016,12,60-64,5.25,0,NA
2016,12,65-69,4.36,0,NA
2016,12,70-74,4.51,0.03,NA
2016,12,75-79,4.07,0.05,NA
2016,12,80+,2.61,0.02,NA
2016,13,ALL,7.33,0.07,NA
2016,13,00-04,29.37,1.33,NA
2016,13,05-09,26.76,0.06,NA
2016,13,10-14,10.52,0,NA
2016,13,15-19,7.23,0,NA
2016,13,20-24,5.14,0,NA
2016,13,25-29,7.21,0,NA
2016,13,30-34,7.87,0,NA
2016,13,35-39,6.27,0,NA
2016,13,40-44,5.54,0,NA
2016,13,45-49,4.71,0,NA
2016,13,50-54,3.82,0,NA
2016,13,55-59,3.83,0.02,NA
2016,13,60-64,3.64,0,NA
2016,13,65-69,3.46,0,NA
2016,13,70-74,5.17,0.05,NA
2016,13,75-79,3.82,0.02,NA
2016,13,80+,3.36,0.02,NA
2016,14,ALL,5.46,0.09,NA
2016,14,00-04,19.95,1.52,NA
2016,14,05-09,15.88,0.06,NA
2016,14,10-14,6.42,0.08,NA
2016,14,15-19,5.2,0.02,NA
2016,14,20-24,4.2,0,NA
2016,14,25-29,6.24,0,NA
2016,14,30-34,6.95,0,NA
2016,14,35-39,5.48,0.02,NA
2016,14,40-44,4.02,0.02,NA
2016,14,45-49,3.75,0,NA
2016,14,50-54,3.19,0.01,NA
2016,14,55-59,3.65,0.03,NA
2016,14,60-64,3.48,0,NA
2016,14,65-69,2.94,0.02,NA
2016,14,70-74,3.94,0,NA
2016,14,75-79,2.64,0.02,NA
2016,14,80+,2.12,0.04,NA
2016,15,ALL,3.1,0.08,NA
2016,15,00-04,12.01,1.23,NA
2016,15,05-09,11.57,0.17,NA
2016,15,10-14,5.19,0.05,NA
2016,15,15-19,3.35,0.05,NA
2016,15,20-24,2.21,0,NA
2016,15,25-29,2.96,0,NA
2016,15,30-34,3.62,0,NA
2016,15,35-39,2.51,0.02,NA
2016,15,40-44,2.16,0.04,NA
2016,15,45-49,1.79,0.02,NA
2016,15,50-54,1.6,0,NA
2016,15,55-59,1.66,0.03,NA
2016,15,60-64,1.72,0.04,NA
2016,15,65-69,1.45,0.02,NA
2016,15,70-74,1.91,0.05,NA
2016,15,75-79,1.49,0,NA
2016,15,80+,1.15,0.02,NA
2016,16,ALL,1.73,0.03,NA
2016,16,00-04,6.42,0.51,NA
2016,16,05-09,7.83,0.03,NA
2016,16,10-14,3.67,0.03,NA
2016,16,15-19,2.47,0.02,NA
2016,16,20-24,1.03,0,NA
2016,16,25-29,1.3,0,NA
2016,16,30-34,1.78,0,NA
2016,16,35-39,1.15,0.02,NA
2016,16,40-44,1.37,0,NA
2016,16,45-49,1.05,0,NA
2016,16,50-54,0.8,0,NA
2016,16,55-59,0.77,0,NA
2016,16,60-64,0.59,0,NA
2016,16,65-69,0.96,0,NA
2016,16,70-74,0.93,0,NA
2016,16,75-79,0.78,0,NA
2016,16,80+,0.38,0,NA
2016,17,ALL,1.09,0.02,NA
2016,17,00-04,4.21,0.45,NA
2016,17,05-09,5.31,0,NA
2016,17,10-14,2.64,0.03,NA
2016,17,15-19,1.41,0,NA
2016,17,20-24,0.63,0,NA
2016,17,25-29,0.97,0.02,NA
2016,17,30-34,0.86,0,NA
2016,17,35-39,0.81,0,NA
2016,17,40-44,0.75,0,NA
2016,17,45-49,0.43,0,NA
2016,17,50-54,0.44,0,NA
2016,17,55-59,0.55,0,NA
2016,17,60-64,0.53,0,NA
2016,17,65-69,0.5,0,NA
2016,17,70-74,0.41,0,NA
2016,17,75-79,0.37,0.02,NA
2016,17,80+,0.36,0,NA
2016,18,ALL,0.52,0.02,NA
2016,18,00-04,1.97,0.32,NA
2016,18,05-09,2.57,0.06,NA
2016,18,10-14,0.98,0,NA
2016,18,15-19,0.41,0,NA
2016,18,20-24,0.37,0,NA
2016,18,25-29,0.37,0,NA
2016,18,30-34,0.59,0,NA
2016,18,35-39,0.51,0,NA
2016,18,40-44,0.29,0,NA
2016,18,45-49,0.3,0,NA
2016,18,50-54,0.14,0.01,NA
2016,18,55-59,0.24,0,NA
2016,18,60-64,0.36,0,NA
2016,18,65-69,0.2,0,NA
2016,18,70-74,0.27,0,NA
2016,18,75-79,0.25,0,NA
2016,18,80+,0.2,0,NA
2016,19,ALL,0.49,0.02,NA
2016,19,00-04,1.17,0.29,NA
2016,19,05-09,2.91,0,NA
2016,19,10-14,0.98,0.03,NA
2016,19,15-19,0.38,0,NA
2016,19,20-24,0.35,0,NA
2016,19,25-29,0.35,0,NA
2016,19,30-34,0.46,0,NA
2016,19,35-39,0.45,0,NA
2016,19,40-44,0.44,0,NA
2016,19,45-49,0.29,0,NA
2016,19,50-54,0.26,0,NA
2016,19,55-59,0.29,0,NA
2016,19,60-64,0.25,0.02,NA
2016,19,65-69,0.22,0,NA
2016,19,70-74,0.25,0,NA
2016,19,75-79,0.25,0,NA
2016,19,80+,0.12,0,NA
2016,20,ALL,0.15,0,NA
2016,20,00-04,0.51,0.13,NA
2016,20,05-09,0.42,0,NA
2016,20,10-14,0.19,0,NA
2016,20,15-19,0.12,0,NA
2016,20,20-24,0,0,NA
2016,20,25-29,0.2,0,NA
2016,20,30-34,0.17,0,NA
2016,20,35-39,0.04,0,NA
2016,20,40-44,0.21,0,NA
2016,20,45-49,0.18,0,NA
2016,20,50-54,0.06,0,NA
2016,20,55-59,0.05,0,NA
2016,20,60-64,0.11,0,NA
2016,20,65-69,0.11,0,NA
2016,20,70-74,0.08,0,NA
2016,20,75-79,0.05,0,NA
2016,20,80+,0.18,0,NA
2016,21,ALL,0.08,0.01,NA
2016,21,00-04,0.48,0.24,NA
2016,21,05-09,0.19,0,NA
2016,21,10-14,0.19,0,NA
2016,21,15-19,0,0,NA
2016,21,20-24,0.09,0,NA
2016,21,25-29,0.06,0,NA
2016,21,30-34,0.06,0,NA
2016,21,35-39,0.04,0,NA
2016,21,40-44,0,0,NA
2016,21,45-49,0.05,0,NA
2016,21,50-54,0.04,0,NA
2016,21,55-59,0.05,0,NA
2016,21,60-64,0.04,0,NA
2016,21,65-69,0.04,0,NA
2016,21,70-74,0.05,0,NA
2016,21,75-79,0.05,0,NA
2016,21,80+,0.02,0,NA
2016,22,ALL,0.12,0,NA
2016,22,00-04,0.13,0.05,NA
2016,22,05-09,1.08,0,NA
2016,22,10-14,0.82,0,NA
2016,22,15-19,0.05,0,NA
2016,22,20-24,0,0,NA
2016,22,25-29,0.02,0,NA
2016,22,30-34,0.04,0,NA
2016,22,35-39,0.02,0,NA
2016,22,40-44,0.06,0,NA
2016,22,45-49,0.05,0,NA
2016,22,50-54,0,0,NA
2016,22,55-59,0.05,0,NA
2016,22,60-64,0.02,0,NA
2016,22,65-69,0.11,0,NA
2016,22,70-74,0.03,0,NA
2016,22,75-79,0.02,0,NA
2016,22,80+,0.04,0,NA
2016,23,ALL,0.03,0,NA
2016,23,00-04,0.13,0.03,NA
2016,23,05-09,0.03,0.06,NA
2016,23,10-14,0.05,0,NA
2016,23,15-19,0,0,NA
2016,23,20-24,0.04,0,NA
2016,23,25-29,0,0,NA
2016,23,30-34,0.04,0,NA
2016,23,35-39,0.02,0,NA
2016,23,40-44,0,0,NA
2016,23,45-49,0.05,0.02,NA
2016,23,50-54,0,0,NA
2016,23,55-59,0.03,0,NA
2016,23,60-64,0,0,NA
2016,23,65-69,0.04,0,NA
2016,23,70-74,0.03,0,NA
2016,23,75-79,0.05,0,NA
2016,23,80+,0,0,NA
2016,24,ALL,0.02,0.01,NA
2016,24,00-04,0.03,0.19,NA
2016,24,05-09,0.08,0.03,NA
2016,24,10-14,0,0,NA
2016,24,15-19,0,0,NA
2016,24,20-24,0,0,NA
2016,24,25-29,0,0,NA
2016,24,30-34,0.02,0,NA
2016,24,35-39,0,0,NA
2016,24,40-44,0.04,0,NA
2016,24,45-49,0.03,0,NA
2016,24,50-54,0.01,0,NA
2016,24,55-59,0,0,NA
2016,24,60-64,0,0,NA
2016,24,65-69,0,0,NA
2016,24,70-74,0.05,0,NA
2016,24,75-79,0.02,0.02,NA
2016,24,80+,0,0,NA
2016,25,ALL,0.01,0,NA
2016,25,00-04,0.08,0.13,NA
2016,25,05-09,0,0,NA
2016,25,10-14,0,0,NA
2016,25,15-19,0,0,NA
2016,25,20-24,0,0,NA
2016,25,25-29,0.02,0,NA
2016,25,30-34,0.04,0,NA
2016,25,35-39,0.02,0,NA
2016,25,40-44,0,0,NA
2016,25,45-49,0.02,0,NA
2016,25,50-54,0.01,0,NA
2016,25,55-59,0,0,NA
2016,25,60-64,0,0,NA
2016,25,65-69,0,0,NA
2016,25,70-74,0.05,0,NA
2016,25,75-79,0,0,NA
2016,25,80+,0,0,NA
2016,26,ALL,0.02,0,NA
2016,26,00-04,0.08,0,NA
2016,26,05-09,0.03,0,NA
2016,26,10-14,0,0,NA
2016,26,15-19,0.02,0,NA
2016,26,20-24,0.02,0,NA
2016,26,25-29,0.02,0,NA
2016,26,30-34,0.02,0,NA
2016,26,35-39,0,0,NA
2016,26,40-44,0.04,0,NA
2016,26,45-49,0,0,NA
2016,26,50-54,0.01,0,NA
2016,26,55-59,0,0,NA
2016,26,60-64,0.02,0,NA
2016,26,65-69,0,0,NA
2016,26,70-74,0,0,NA
2016,26,75-79,0.02,0,NA
2016,26,80+,0.04,0,NA
2016,27,ALL,0,0,NA
2016,27,00-04,0,0.05,NA
2016,27,05-09,0.03,0,NA
2016,27,10-14,0.03,0,NA
2016,27,15-19,0,0,NA
2016,27,20-24,0,0,NA
2016,27,25-29,0,0,NA
2016,27,30-34,0,0,NA
2016,27,35-39,0,0,NA
2016,27,40-44,0.02,0,NA
2016,27,45-49,0,0,NA
2016,27,50-54,0.01,0,NA
2016,27,55-59,0.02,0,NA
2016,27,60-64,0,0,NA
2016,27,65-69,0,0,NA
2016,27,70-74,0,0,NA
2016,27,75-79,0.02,0,NA
2016,27,80+,0,0,NA
2016,28,ALL,0.01,0,NA
2016,28,00-04,0.03,0.03,NA
2016,28,05-09,0.03,0,NA
2016,28,10-14,0,0,NA
2016,28,15-19,0,0,NA
2016,28,20-24,0.04,0,NA
2016,28,25-29,0.02,0,NA
2016,28,30-34,0.06,0,NA
2016,28,35-39,0,0,NA
2016,28,40-44,0,0,NA
2016,28,45-49,0,0,NA
2016,28,50-54,0,0,NA
2016,28,55-59,0,0,NA
2016,28,60-64,0.02,0,NA
2016,28,65-69,0,0,NA
2016,28,70-74,0,0,NA
2016,28,75-79,0,0,NA
2016,28,80+,0,0,NA
2016,29,ALL,0.01,0,NA
2016,29,00-04,0,0.03,NA
2016,29,05-09,0.03,0,NA
2016,29,10-14,0,0,NA
2016,29,15-19,0,0,NA
2016,29,20-24,0,0,NA
2016,29,25-29,0,0,NA
2016,29,30-34,0,0,NA
2016,29,35-39,0,0,NA
2016,29,40-44,0.02,0,NA
2016,29,45-49,0.03,0,NA
2016,29,50-54,0.01,0,NA
2016,29,55-59,0,0,NA
2016,29,60-64,0.02,0,NA
2016,29,65-69,0,0,NA
2016,29,70-74,0,0,NA
2016,29,75-79,0.05,0,NA
2016,29,80+,0.02,0,NA
2016,30,ALL,0.03,0,NA
2016,30,00-04,0.11,0,NA
2016,30,05-09,0.17,0,NA
2016,30,10-14,0.03,0,NA
2016,30,15-19,0,0,NA
2016,30,20-24,0,0,NA
2016,30,25-29,0,0,NA
2016,30,30-34,0,0,NA
2016,30,35-39,0.02,0,NA
2016,30,40-44,0.04,0,NA
2016,30,45-49,0.06,0,NA
2016,30,50-54,0.01,0,NA
2016,30,55-59,0.02,0,NA
2016,30,60-64,0.02,0,NA
2016,30,65-69,0.02,0,NA
2016,30,70-74,0,0,NA
2016,30,75-79,0,0,NA
2016,30,80+,0,0,NA
2016,31,ALL,0,0,NA
2016,31,00-04,0.03,0.03,NA
2016,31,05-09,0.03,0,NA
2016,31,10-14,0,0.03,NA
2016,31,15-19,0,0,NA
2016,31,20-24,0,0,NA
2016,31,25-29,0.04,0,NA
2016,31,30-34,0,0,NA
2016,31,35-39,0.04,0,NA
2016,31,40-44,0,0,NA
2016,31,45-49,0,0,NA
2016,31,50-54,0,0,NA
2016,31,55-59,0,0,NA
2016,31,60-64,0,0,NA
2016,31,65-69,0,0,NA
2016,31,70-74,0.03,0,NA
2016,31,75-79,0,0,NA
2016,31,80+,0.02,0,NA
2016,32,ALL,0,0,NA
2016,32,00-04,0.11,0,NA
2016,32,05-09,0,0,NA
2016,32,10-14,0,0.03,NA
2016,32,15-19,0,0,NA
2016,32,20-24,0.02,0,NA
2016,32,25-29,0.02,0,NA
2016,32,30-34,0,0,NA
2016,32,35-39,0,0,NA
2016,32,40-44,0,0,NA
2016,32,45-49,0,0,NA
2016,32,50-54,0,0,NA
2016,32,55-59,0,0,NA
2016,32,60-64,0,0,NA
2016,32,65-69,0,0,NA
2016,32,70-74,0,0,NA
2016,32,75-79,0,0,NA
2016,32,80+,0,0,NA
2016,33,ALL,0,0,NA
2016,33,00-04,0.05,0,NA
2016,33,05-09,0,0,NA
2016,33,10-14,0.03,0,NA
2016,33,15-19,0,0,NA
2016,33,20-24,0.04,0,NA
2016,33,25-29,0,0,NA
2016,33,30-34,0,0,NA
2016,33,35-39,0,0,NA
2016,33,40-44,0,0,NA
2016,33,45-49,0,0,NA
2016,33,50-54,0,0,NA
2016,33,55-59,0.03,0,NA
2016,33,60-64,0.02,0,NA
2016,33,65-69,0,0,NA
2016,33,70-74,0,0,NA
2016,33,75-79,0,0,NA
2016,33,80+,0,0,NA
2016,34,ALL,0.01,0,NA
2016,34,00-04,0.11,0.03,NA
2016,34,05-09,0,0.03,NA
2016,34,10-14,0,0,NA
2016,34,15-19,0.02,0,NA
2016,34,20-24,0,0,NA
2016,34,25-29,0,0,NA
2016,34,30-34,0.02,0.02,NA
2016,34,35-39,0,0,NA
2016,34,40-44,0,0,NA
2016,34,45-49,0,0,NA
2016,34,50-54,0.01,0,NA
2016,34,55-59,0.02,0,NA
2016,34,60-64,0,0,NA
2016,34,65-69,0,0,NA
2016,34,70-74,0,0,NA
2016,34,75-79,0.05,0,NA
2016,34,80+,0.02,0,NA
2016,35,ALL,0.01,0,NA
2016,35,00-04,0.05,0.05,NA
2016,35,05-09,0,0,NA
2016,35,10-14,0.03,0,NA
2016,35,15-19,0,0,NA
2016,35,20-24,0,0,NA
2016,35,25-29,0.06,0,NA
2016,35,30-34,0,0,NA
2016,35,35-39,0.02,0,NA
2016,35,40-44,0.02,0,NA
2016,35,45-49,0,0,NA
2016,35,50-54,0,0,NA
2016,35,55-59,0.02,0,NA
2016,35,60-64,0,0,NA
2016,35,65-69,0,0,NA
2016,35,70-74,0,0,NA
2016,35,75-79,0.02,0,NA
2016,35,80+,0,0,NA
2016,36,ALL,0.02,0,NA
2016,36,00-04,0.05,0.05,NA
2016,36,05-09,0.03,0,NA
2016,36,10-14,0,0,NA
2016,36,15-19,0.02,0,NA
2016,36,20-24,0.02,0,NA
2016,36,25-29,0.02,0,NA
2016,36,30-34,0.02,0,NA
2016,36,35-39,0,0,NA
2016,36,40-44,0,0,NA
2016,36,45-49,0,0,NA
2016,36,50-54,0.01,0,NA
2016,36,55-59,0.05,0,NA
2016,36,60-64,0,0,NA
2016,36,65-69,0.02,0,NA
2016,36,70-74,0,0,NA
2016,36,75-79,0,0,NA
2016,36,80+,0.02,0,NA
2016,37,ALL,0.02,0,NA
2016,37,00-04,0.11,0.03,NA
2016,37,05-09,0.03,0,NA
2016,37,10-14,0.03,0,NA
2016,37,15-19,0,0,NA
2016,37,20-24,0,0,NA
2016,37,25-29,0,0,NA
2016,37,30-34,0.02,0,NA
2016,37,35-39,0.02,0,NA
2016,37,40-44,0.02,0,NA
2016,37,45-49,0.05,0,NA
2016,37,50-54,0.03,0,NA
2016,37,55-59,0,0,NA
2016,37,60-64,0,0,NA
2016,37,65-69,0,0,NA
2016,37,70-74,0.03,0,NA
2016,37,75-79,0,0,NA
2016,37,80+,0,0,NA
2016,38,ALL,0.02,0,NA
2016,38,00-04,0.16,0.08,NA
2016,38,05-09,0,0,NA
2016,38,10-14,0,0,NA
2016,38,15-19,0.02,0,NA
2016,38,20-24,0,0,NA
2016,38,25-29,0.04,0,NA
2016,38,30-34,0.04,0,NA
2016,38,35-39,0.02,0,NA
2016,38,40-44,0.04,0,NA
2016,38,45-49,0.03,0,NA
2016,38,50-54,0.01,0,NA
2016,38,55-59,0,0,NA
2016,38,60-64,0,0,NA
2016,38,65-69,0.07,0,NA
2016,38,70-74,0,0,NA
2016,38,75-79,0,0,NA
2016,38,80+,0,0,NA
2016,39,ALL,0.03,0,NA
2016,39,00-04,0.05,0.03,NA
2016,39,05-09,0.03,0,NA
2016,39,10-14,0.03,0,NA
2016,39,15-19,0.02,0,NA
2016,39,20-24,0,0,NA
2016,39,25-29,0.02,0,NA
2016,39,30-34,0,0,NA
2016,39,35-39,0.02,0,NA
2016,39,40-44,0.04,0,NA
2016,39,45-49,0.06,0,NA
2016,39,50-54,0.04,0,NA
2016,39,55-59,0.06,0,NA
2016,39,60-64,0,0.02,NA
2016,39,65-69,0.09,0,NA
2016,39,70-74,0,0,NA
2016,39,75-79,0.02,0,NA
2016,39,80+,0,0,NA
2016,40,ALL,0.04,0,NA
2016,40,00-04,0.11,0,NA
2016,40,05-09,0,0,NA
2016,40,10-14,0.03,0,NA
2016,40,15-19,0.02,0,NA
2016,40,20-24,0.09,0,NA
2016,40,25-29,0.07,0,NA
2016,40,30-34,0.02,0,NA
2016,40,35-39,0.02,0,NA
2016,40,40-44,0.02,0,NA
2016,40,45-49,0.08,0,NA
2016,40,50-54,0.03,0,NA
2016,40,55-59,0.02,0,NA
2016,40,60-64,0.08,0,NA
2016,40,65-69,0,0,NA
2016,40,70-74,0.05,0,NA
2016,40,75-79,0.05,0,NA
2016,40,80+,0.02,0,NA
2016,41,ALL,0.04,0,NA
2016,41,00-04,0.13,0.05,NA
2016,41,05-09,0.03,0,NA
2016,41,10-14,0.03,0,NA
2016,41,15-19,0.05,0,NA
2016,41,20-24,0.04,0,NA
2016,41,25-29,0.04,0,NA
2016,41,30-34,0.02,0,NA
2016,41,35-39,0,0,NA
2016,41,40-44,0.02,0,NA
2016,41,45-49,0.03,0,NA
2016,41,50-54,0.07,0,NA
2016,41,55-59,0.05,0,NA
2016,41,60-64,0.02,0,NA
2016,41,65-69,0,0,NA
2016,41,70-74,0.11,0,NA
2016,41,75-79,0.07,0,NA
2016,41,80+,0.06,0,NA
2016,42,ALL,0.05,0,NA
2016,42,00-04,0.19,0.11,NA
2016,42,05-09,0.06,0.03,NA
2016,42,10-14,0.03,0,NA
2016,42,15-19,0.05,0,NA
2016,42,20-24,0.04,0,NA
2016,42,25-29,0.06,0,NA
2016,42,30-34,0,0,NA
2016,42,35-39,0,0,NA
2016,42,40-44,0.02,0,NA
2016,42,45-49,0.06,0,NA
2016,42,50-54,0.06,0,NA
2016,42,55-59,0.02,0,NA
2016,42,60-64,0.04,0,NA
2016,42,65-69,0.04,0,NA
2016,42,70-74,0.08,0,NA
2016,42,75-79,0.05,0,NA
2016,42,80+,0.08,0,NA
2016,43,ALL,0.05,0,NA
2016,43,00-04,0.08,0.21,NA
2016,43,05-09,0.06,0,NA
2016,43,10-14,0.11,0,NA
2016,43,15-19,0.12,0,NA
2016,43,20-24,0.04,0,NA
2016,43,25-29,0.02,0,NA
2016,43,30-34,0.02,0,NA
2016,43,35-39,0.02,0,NA
2016,43,40-44,0.02,0,NA
2016,43,45-49,0.02,0,NA
2016,43,50-54,0.09,0,NA
2016,43,55-59,0.08,0,NA
2016,43,60-64,0.02,0,NA
2016,43,65-69,0.02,0,NA
2016,43,70-74,0.05,0,NA
2016,43,75-79,0.02,0,NA
2016,43,80+,0.04,0,NA
