year,week,age_group,cases_rate_flu,cases_rate_rsv,cases_rate_covid19
2022,40,15-19,1.91,0,469.01
2022,40,20-24,1.04,0,646.94
2022,40,25-29,1.86,0.02,803.19
2022,40,30-34,1.58,0.02,853.34
2022,40,35-39,1.22,0,844.77
2022,40,40-44,0.97,0,876.2
2022,40,45-49,0.9,0,910.88
2022,40,50-54,0.53,0,975.6
2022,40,55-59,0.5,0,1063.15
2022,40,60-64,0.45,0,932.61
2022,40,65-69,0.28,0,640.51
2022,40,70-74,0.48,0,600.25
2022,40,75-79,0.22,0,552.01
2022,40,80+,0.34,0.02,583.64
2022,41,ALL,1.82,0.04,775.13
2022,41,00-04,4.73,0.58,133.7
2022,41,05-09,5.86,0,220.83
2022,41,10-14,4.49,0.03,334.85
2022,41,15-19,4.31,0.03,490.36
2022,41,20-24,1.72,0,701.47
2022,41,25-29,2.15,0.02,835.4
2022,41,30-34,1.66,0.05,886.02
2022,41,35-39,1.82,0.02,896.01
2022,41,40-44,1.64,0,907.49
2022,41,45-49,0.84,0,953.95
2022,41,50-54,1.09,0,1041.23
2022,41,55-59,0.74,0,1146.7
2022,41,60-64,0.73,0.03,1043.2
2022,41,65-69,0.62,0,747.07
2022,41,70-74,0.38,0,708.65
2022,41,75-79,0.53,0,668.3
2022,41,80+,0.64,0,708.11
2022,42,ALL,2.32,0.04,653.41
2022,42,00-04,7.14,0.63,122.33
2022,42,05-09,9.39,0,213.93
2022,42,10-14,6.41,0,318.29
2022,42,15-19,4.81,0,418.16
2022,42,20-24,2.26,0.02,569.88
2022,42,25-29,1.82,0.02,662.68
2022,42,30-34,1.82,0.02,733.07
2022,42,35-39,2.12,0,761.02
2022,42,40-44,1.83,0,764.69
2022,42,45-49,1.32,0,790.29
2022,42,50-54,0.79,0,859.68
2022,42,55-59,0.74,0,954.58
2022,42,60-64,0.83,0.02,871.4
2022,42,65-69,0.46,0.02,621.53
2022,42,70-74,0.74,0,607.19
2022,42,75-79,0.94,0,584.9
2022,42,80+,0.92,0.02,645.11
2022,43,ALL,2.7,0.06,449.36
2022,43,00-04,7.97,0.98,95.39
2022,43,05-09,11.68,0.08,172.88
2022,43,10-14,8.04,0,253.54
2022,43,15-19,5.57,0,302.04
2022,43,20-24,2.59,0.02,398.47
2022,43,25-29,2,0,459.58
2022,43,30-34,2.02,0,523.03
2022,43,35-39,2.74,0.06,541.46
2022,43,40-44,2.18,0.02,547.03
2022,43,45-49,1.23,0,544.55
2022,43,50-54,0.96,0,583.54
2022,43,55-59,0.79,0,634.49
2022,43,60-64,0.87,0,562.61
2022,43,65-69,0.72,0.02,409.97
2022,43,70-74,0.77,0.02,395.47
2022,43,75-79,0.94,0.03,385.88
2022,43,80+,0.79,0.02,436.46
2022,44,ALL,2.81,0.09,292.67
2022,44,00-04,9.08,1.48,62.41
2022,44,05-09,11.42,0.1,125.1
2022,44,10-14,6.28,0,186.83
2022,44,15-19,5.8,0.03,218.95
2022,44,20-24,2.87,0.04,261.89
2022,44,25-29,2.08,0,306.01
2022,44,30-34,2.75,0.04,342.35
2022,44,35-39,3.04,0.06,369.21
2022,44,40-44,2.07,0.04,375.85
2022,44,45-49,1.56,0.02,371.39
2022,44,50-54,0.84,0,377.39
2022,44,55-59,0.98,0.03,403.66
2022,44,60-64,0.75,0.02,353.83
2022,44,65-69,0.64,0,238.09
2022,44,70-74,0.91,0,233.8
2022,44,75-79,1.13,0,234.04
2022,44,80+,1.23,0.02,270.71
2022,45,ALL,4.41,0.19,242.8
2022,45,00-04,15.07,3.09,51.34
2022,45,05-09,17.1,0.21,115.69
2022,45,10-14,10.34,0,177.38
2022,45,15-19,8.94,0.16,216.96
2022,45,20-24,4.44,0.02,234.89
2022,45,25-29,3.29,0.04,267.89
2022,45,30-34,3.94,0.04,285.8
2022,45,35-39,4.67,0.02,304.43
2022,45,40-44,3.51,0.02,311.42
2022,45,45-49,2.55,0.02,304.89
2022,45,50-54,1.62,0.06,299.8
2022,45,55-59,1.49,0.03,317.99
2022,45,60-64,1.42,0.03,273.94
2022,45,65-69,1.31,0.06,185.25
2022,45,70-74,1.53,0.05,184.82
2022,45,75-79,1.63,0,185.86
2022,45,80+,1.16,0.07,232.06
2022,46,ALL,8.26,0.27,203.84
2022,46,00-04,23.32,4.18,45
2022,46,05-09,37.63,0.33,109.98
2022,46,10-14,24.31,0.11,156.17
2022,46,15-19,16.67,0.1,173.82
2022,46,20-24,6.9,0.07,190.69
2022,46,25-29,6.77,0.04,223.19
2022,46,30-34,7.17,0.09,244.49
2022,46,35-39,7.37,0.11,258.85
2022,46,40-44,6.66,0,268.11
2022,46,45-49,4.77,0.04,253.29
2022,46,50-54,3.13,0.05,260.51
2022,46,55-59,2.48,0.06,267.19
2022,46,60-64,2.09,0.05,226.71
2022,46,65-69,2.15,0.04,146.34
2022,46,70-74,2.2,0,147.05
2022,46,75-79,2.29,0.03,148.64
2022,46,80+,2.41,0.05,192.73
2022,47,ALL,17.99,0.57,204.89
2022,47,00-04,45.25,9.13,37.78
2022,47,05-09,78.32,0.54,100.25
2022,47,10-14,59.12,0.11,152.19
2022,47,15-19,36.01,0.13,169.61
2022,47,20-24,14.13,0.04,185.58
2022,47,25-29,12.61,0.12,227.09
2022,47,30-34,16.33,0.22,249.1
2022,47,35-39,17.62,0.15,263.93
2022,47,40-44,14.67,0.08,271.13
2022,47,45-49,9.13,0.08,263.01
2022,47,50-54,6.75,0,256.75
2022,47,55-59,6.08,0.15,270.8
2022,47,60-64,5.66,0.05,226.41
2022,47,65-69,4.53,0.06,139.9
2022,47,70-74,5.06,0.24,142.88
2022,47,75-79,4.99,0.16,154.54
2022,47,80+,6.46,0.21,209.96
2022,48,ALL,36.65,0.84,221.89
2022,48,00-04,86.99,12.05,36.75
2022,48,05-09,136.83,0.9,78.73
2022,48,10-14,122.56,0.48,134.07
2022,48,15-19,79.85,0.52,185.42
2022,48,20-24,30.23,0.15,212.96
2022,48,25-29,26.49,0.12,243.79
2022,48,30-34,32.18,0.22,265.94
2022,48,35-39,35.61,0.39,280.44
2022,48,40-44,32.31,0.19,298.17
2022,48,45-49,22.35,0.21,290.46
2022,48,50-54,15.81,0.11,286.74
2022,48,55-59,13.88,0.22,302.48
2022,48,60-64,14.15,0.23,250.27
2022,48,65-69,10.12,0.16,154.69
2022,48,70-74,9.85,0.29,150.94
2022,48,75-79,11.34,0.09,165.63
2022,48,80+,14.22,0.36,236.14
2022,49,ALL,58.3,1.41,239.53
2022,49,00-04,135.46,17.46,35.52
2022,49,05-09,184.02,2.21,58.38
2022,49,10-14,149.67,1.31,104.45
2022,49,15-19,119.08,1.33,177.29
2022,49,20-24,58.22,0.46,234.21
2022,49,25-29,50.77,0.31,271.71
2022,49,30-34,59.82,0.56,287.58
2022,49,35-39,61.93,0.69,299
2022,49,40-44,52.55,0.43,304.76
2022,49,45-49,37.31,0.31,312.19
2022,49,50-54,26.52,0.24,315.24
2022,49,55-59,27.01,0.41,338.11
2022,49,60-64,26.46,0.43,279.54
2022,49,65-69,19,0.26,172.16
2022,49,70-74,21.59,0.26,174.71
2022,49,75-79,22.55,0.28,189.31
2022,49,80+,30.14,0.8,276.03
2022,50,ALL,71.61,1.43,267.69
2022,50,00-04,162.28,14.49,36.6
2022,50,05-09,170.47,2.29,48.2
2022,50,10-14,148.37,0.96,86.6
2022,50,15-19,131.07,1.28,181.95
2022,50,20-24,77.48,0.55,267.55
2022,50,25-29,64.67,0.59,313.57
2022,50,30-34,73.93,0.68,324.8
2022,50,35-39,75.14,0.62,330.3
2022,50,40-44,62.29,0.62,330.98
2022,50,45-49,49.13,0.45,342.63
2022,50,50-54,38.86,0.63,358.53
2022,50,55-59,40.49,0.57,386.65
2022,50,60-64,41.36,0.52,316.23
2022,50,65-69,30.64,0.54,195.68
2022,50,70-74,35.68,0.72,197.64
2022,50,75-79,40.61,0.85,220.97
2022,50,80+,57.71,1.08,321.97
2022,51,ALL,63.19,1.27,276.85
2022,51,00-04,141.9,9.84,36.6
2022,51,05-09,100.67,1.75,41.77
2022,51,10-14,75.81,0.64,68.52
2022,51,15-19,94.41,0.99,155.58
2022,51,20-24,71.11,0.64,264.81
2022,51,25-29,63.4,0.35,327.3
2022,51,30-34,67.6,0.63,330
2022,51,35-39,63.97,0.6,330.9
2022,51,40-44,54.83,0.66,326.66
2022,51,45-49,44.16,0.53,339.32
2022,51,50-54,37.56,0.56,365.39
2022,51,55-59,42.47,0.58,400.03
2022,51,60-64,44.63,0.58,339.42
2022,51,65-69,36.76,0.7,219.83
2022,51,70-74,44.4,0.98,232.17
2022,51,75-79,50.45,1.66,252.32
2022,51,80+,79.06,2.01,365.43
2022,52,ALL,26.52,0.67,181.83
2022,52,00-04,59.37,4.93,30.06
2022,52,05-09,28.81,0.46,25.31
2022,52,10-14,16.94,0.21,34.46
2022,52,15-19,21.74,0.29,77.5
2022,52,20-24,23.84,0.33,167.63
2022,52,25-29,23.52,0.08,212.81
2022,52,30-34,24.58,0.18,215.09
2022,52,35-39,22.75,0.26,215.76
2022,52,40-44,17.96,0.19,215.67
2022,52,45-49,15.66,0.35,220.38
2022,52,50-54,14.94,0.37,239.03
2022,52,55-59,18.3,0.34,269.59
2022,52,60-64,21.86,0.2,230.58
2022,52,65-69,22.95,0.52,148.51
2022,52,70-74,28.73,0.67,154.65
2022,52,75-79,37.19,0.88,168.36
2022,52,80+,58.38,1.87,249.61
2023,1,ALL,17.21,0.98,17.21
2023,1,00-04,34.36,4.48,34.36
2023,1,05-09,13.68,0.57,13.68
2023,1,10-14,7.75,0.59,7.75
2023,1,15-19,10.87,0.78,10.87
2023,1,20-24,16.52,0.46,16.52
2023,1,25-29,16.47,0.35,16.47
2023,1,30-34,16.49,0.36,16.49
2023,1,35-39,15.01,0.52,15.01
2023,1,40-44,12.82,0.39,12.82
2023,1,45-49,10.77,0.86,10.77
2023,1,50-54,10.6,0.88,10.6
2023,1,55-59,13.47,0.76,13.47
2023,1,60-64,16.07,0.83,16.07
2023,1,65-69,15.22,0.7,15.22
2023,1,70-74,18.55,0.91,18.55
2023,1,75-79,23.72,1.38,23.72
2023,1,80+,39.6,2.31,39.6
2023,2,ALL,7.18,0.7,7.18
2023,2,00-04,15.77,3.02,15.77
2023,2,05-09,7.51,0.36,7.51
2023,2,10-14,3.74,0.29,3.74
2023,2,15-19,6.43,0.6,6.43
2023,2,20-24,6.57,0.71,6.57
2023,2,25-29,7.32,0.2,7.32
2023,2,30-34,7.08,0.25,7.08
2023,2,35-39,6.64,0.22,6.64
2023,2,40-44,6.02,0.39,6.02
2023,2,45-49,4.71,0.39,4.71
2023,2,50-54,4.84,0.48,4.84
2023,2,55-59,5.39,0.54,5.39
2023,2,60-64,6.01,0.67,6.01
2023,2,65-69,5.68,0.58,5.68
2023,2,70-74,6.76,0.74,6.76
2023,2,75-79,8.39,0.97,8.39
2023,2,80+,14.14,1.85,14.14
2023,3,ALL,3.28,0.47,3.28
2023,3,00-04,8.43,2.62,8.43
2023,3,05-09,5.58,0.33,5.58
2023,3,10-14,2.24,0.35,2.24
2023,3,15-19,2.67,0.42,2.67
2023,3,20-24,2.76,0.13,2.76
2023,3,25-29,3.21,0.14,3.21
2023,3,30-34,3.55,0.05,3.55
2023,3,35-39,3.3,0.32,3.3
2023,3,40-44,2.98,0.16,2.98
2023,3,45-49,2.53,0.27,2.53
2023,3,50-54,2.17,0.27,2.17
2023,3,55-59,2.22,0.26,2.22
2023,3,60-64,2.22,0.43,2.22
2023,3,65-69,2.05,0.46,2.05
2023,3,70-74,2.78,0.36,2.78
2023,3,75-79,2.83,0.69,2.83
2023,3,80+,5.42,1.13,5.42
2023,4,ALL,2.48,0.49,2.48
2023,4,00-04,6.14,2.77,6.14
2023,4,05-09,5.17,0.36,5.17
2023,4,10-14,2.59,0.32,2.59
2023,4,15-19,2.33,0.52,2.33
2023,4,20-24,1.79,0.2,1.79
2023,4,25-29,2.11,0.14,2.11
2023,4,30-34,3.1,0.14,3.1
2023,4,35-39,3.04,0.19,3.04
2023,4,40-44,2.55,0.18,2.55
2023,4,45-49,2.16,0.19,2.16
2023,4,50-54,1.94,0.16,1.94
2023,4,55-59,1.64,0.41,1.64
2023,4,60-64,1.35,0.5,1.35
2023,4,65-69,1.37,0.56,1.37
2023,4,70-74,1.73,0.55,1.73
2023,4,75-79,2.2,0.31,2.2
2023,4,80+,2.45,1.23,2.45
2023,5,ALL,0.91,0.08,0.91
2023,5,00-04,2.04,0.38,2.04
2023,5,05-09,1.8,0.05,1.8
2023,5,10-14,0.99,0.08,0.99
2023,5,15-19,0.68,0.03,0.68
2023,5,20-24,0.71,0.02,0.71
2023,5,25-29,0.78,0.04,0.78
2023,5,30-34,1.26,0.02,1.26
2023,5,35-39,1.05,0.06,1.05
2023,5,40-44,1.17,0.06,1.17
2023,5,45-49,0.78,0,0.78
2023,5,50-54,0.67,0.03,0.67
2023,5,55-59,0.53,0.06,0.53
2023,5,60-64,0.67,0.05,0.67
2023,5,65-69,0.5,0.08,0.5
2023,5,70-74,0.5,0.05,0.5
2023,5,75-79,0.94,0.13,0.94
2023,5,80+,0.9,0.28,0.9
2023,6,ALL,0,0,0
2023,6,00-04,0,0,0
2023,6,05-09,0,0,0
2023,6,10-14,0,0,0
2023,6,15-19,0,0,0
2023,6,20-24,0,0,0
2023,6,25-29,0,0,0
2023,6,30-34,0,0,0
2023,6,35-39,0,0,0
2023,6,40-44,0,0,0
2023,6,45-49,0,0,0
2023,6,50-54,0,0,0
2023,6,55-59,0,0,0
2023,6,60-64,0,0,0
2023,6,65-69,0,0,0
2023,6,70-74,0,0,0
2023,6,75-79,0,0,0
2023,6,80+,0,0,0
2023,7,ALL,0,0,0
2023,7,00-04,0,0,0
2023,7,05-09,0,0,0
2023,7,10-14,0,0,0
2023,7,15-19,0,0,0
2023,7,20-24,0,0,0
2023,7,25-29,0,0,0
2023,7,30-34,0,0,0
2023,7,35-39,0,0,0
2023,7,40-44,0,0,0
2023,7,45-49,0,0,0
2023,7,50-54,0,0,0
2023,7,55-59,0,0,0
2023,7,60-64,0,0,0
2023,7,65-69,0,0,0
2023,7,70-74,0,0,0
2023,7,75-79,0,0,0
2023,7,80+,0,0,0
2023,8,ALL,0,0,0
2023,8,00-04,0,0,0
2023,8,05-09,0,0,0
2023,8,10-14,0,0,0
2023,8,15-19,0,0,0
2023,8,20-24,0,0,0
2023,8,25-29,0,0,0
2023,8,30-34,0,0,0
2023,8,35-39,0,0,0
2023,8,40-44,0,0,0
2023,8,45-49,0,0,0
2023,8,50-54,0,0,0
2023,8,55-59,0,0,0
2023,8,60-64,0,0,0
2023,8,65-69,0,0,0
2023,8,70-74,0,0,0
2023,8,75-79,0,0,0
2023,8,80+,0,0,0
2023,9,ALL,0,0,0
2023,9,00-04,0,0,0
2023,9,05-09,0,0,0
2023,9,10-14,0,0,0
2023,9,15-19,0,0,0
2023,9,20-24,0,0,0
2023,9,25-29,0,0,0
2023,9,30-34,0,0,0
2023,9,35-39,0,0,0
2023,9,40-44,0,0,0
2023,9,45-49,0,0,0
2023,9,50-54,0,0,0
2023,9,55-59,0,0,0
2023,9,60-64,0,0,0
2023,9,65-69,0,0,0
2023,9,70-74,0,0,0
2023,9,75-79,0,0,0
2023,9,80+,0,0,0
2023,10,ALL,0,0,0
2023,10,00-04,0,0,0
2023,10,05-09,0,0,0
2023,10,10-14,0,0,0
2023,10,15-19,0,0,0
2023,10,20-24,0,0,0
2023,10,25-29,0,0,0
2023,10,30-34,0,0,0
2023,10,35-39,0,0,0
2023,10,40-44,0,0,0
2023,10,45-49,0,0,0
2023,10,50-54,0,0,0
2023,10,55-59,0,0,0
2023,10,60-64,0,0,0
2023,10,65-69,0,0,0
2023,10,70-74,0,0,0
2023,10,75-79,0,0,0
2023,10,80+,0,0,0
2023,11,ALL,0,0,0
2023,11,00-04,0,0,0
2023,11,05-09,0,0,0
2023,11,10-14,0,0,0
2023,11,15-19,0,0,0
2023,11,20-24,0,0,0
2023,11,25-29,0,0,0
2023,11,30-34,0,0,0
2023,11,35-39,0,0,0
2023,11,40-44,0,0,0
2023,11,45-49,0,0,0
2023,11,50-54,0,0,0
2023,11,55-59,0,0,0
2023,11,60-64,0,0,0
2023,11,65-69,0,0,0
2023,11,70-74,0,0,0
2023,11,75-79,0,0,0
2023,11,80+,0,0,0
2023,12,ALL,0,0,0
2023,12,00-04,0,0,0
2023,12,05-09,0,0,0
2023,12,10-14,0,0,0
2023,12,15-19,0,0,0
2023,12,20-24,0,0,0
2023,12,25-29,0,0,0
2023,12,30-34,0,0,0
2023,12,35-39,0,0,0
2023,12,40-44,0,0,0
2023,12,45-49,0,0,0
2023,12,50-54,0,0,0
2023,12,55-59,0,0,0
2023,12,60-64,0,0,0
2023,12,65-69,0,0,0
2023,12,70-74,0,0,0
2023,12,75-79,0,0,0
2023,12,80+,0,0,0
2023,13,ALL,0,0,0
2023,13,00-04,0,0,0
2023,13,05-09,0,0,0
2023,13,10-14,0,0,0
2023,13,15-19,0,0,0
2023,13,20-24,0,0,0
2023,13,25-29,0,0,0
2023,13,30-34,0,0,0
2023,13,35-39,0,0,0
2023,13,40-44,0,0,0
2023,13,45-49,0,0,0
2023,13,50-54,0,0,0
2023,13,55-59,0,0,0
2023,13,60-64,0,0,0
2023,13,65-69,0,0,0
2023,13,70-74,0,0,0
2023,13,75-79,0,0,0
2023,13,80+,0,0,0
2023,14,ALL,0,0,0
2023,14,00-04,0,0,0
2023,14,05-09,0,0,0
2023,14,10-14,0,0,0
2023,14,15-19,0,0,0
2023,14,20-24,0,0,0
2023,14,25-29,0,0,0
2023,14,30-34,0,0,0
2023,14,35-39,0,0,0
2023,14,40-44,0,0,0
2023,14,45-49,0,0,0
2023,14,50-54,0,0,0
2023,14,55-59,0,0,0
2023,14,60-64,0,0,0
2023,14,65-69,0,0,0
2023,14,70-74,0,0,0
2023,14,75-79,0,0,0
2023,14,80+,0,0,0
2023,15,ALL,0,0,0
2023,15,00-04,0,0,0
2023,15,05-09,0,0,0
2023,15,10-14,0,0,0
2023,15,15-19,0,0,0
2023,15,20-24,0,0,0
2023,15,25-29,0,0,0
2023,15,30-34,0,0,0
2023,15,35-39,0,0,0
2023,15,40-44,0,0,0
2023,15,45-49,0,0,0
2023,15,50-54,0,0,0
2023,15,55-59,0,0,0
2023,15,60-64,0,0,0
2023,15,65-69,0,0,0
2023,15,70-74,0,0,0
2023,15,75-79,0,0,0
2023,15,80+,0,0,0
2023,16,ALL,0,0,0
2023,16,00-04,0,0,0
2023,16,05-09,0,0,0
2023,16,10-14,0,0,0
2023,16,15-19,0,0,0
2023,16,20-24,0,0,0
2023,16,25-29,0,0,0
2023,16,30-34,0,0,0
2023,16,35-39,0,0,0
2023,16,40-44,0,0,0
2023,16,45-49,0,0,0
2023,16,50-54,0,0,0
2023,16,55-59,0,0,0
2023,16,60-64,0,0,0
2023,16,65-69,0,0,0
2023,16,70-74,0,0,0
2023,16,75-79,0,0,0
2023,16,80+,0,0,0
2023,17,ALL,0,0,0
2023,17,00-04,0,0,0
2023,17,05-09,0,0,0
2023,17,10-14,0,0,0
2023,17,15-19,0,0,0
2023,17,20-24,0,0,0
2023,17,25-29,0,0,0
2023,17,30-34,0,0,0
2023,17,35-39,0,0,0
2023,17,40-44,0,0,0
2023,17,45-49,0,0,0
2023,17,50-54,0,0,0
2023,17,55-59,0,0,0
2023,17,60-64,0,0,0
2023,17,65-69,0,0,0
2023,17,70-74,0,0,0
2023,17,75-79,0,0,0
2023,17,80+,0,0,0
2023,18,ALL,0,0,0
2023,18,00-04,0,0,0
2023,18,05-09,0,0,0
2023,18,10-14,0,0,0
2023,18,15-19,0,0,0
2023,18,20-24,0,0,0
2023,18,25-29,0,0,0
2023,18,30-34,0,0,0
2023,18,35-39,0,0,0
2023,18,40-44,0,0,0
2023,18,45-49,0,0,0
2023,18,50-54,0,0,0
2023,18,55-59,0,0,0
2023,18,60-64,0,0,0
2023,18,65-69,0,0,0
2023,18,70-74,0,0,0
2023,18,75-79,0,0,0
2023,18,80+,0,0,0
2023,19,ALL,0,0,0
2023,19,00-04,0,0,0
2023,19,05-09,0,0,0
2023,19,10-14,0,0,0
2023,19,15-19,0,0,0
2023,19,20-24,0,0,0
2023,19,25-29,0,0,0
2023,19,30-34,0,0,0
2023,19,35-39,0,0,0
2023,19,40-44,0,0,0
2023,19,45-49,0,0,0
2023,19,50-54,0,0,0
2023,19,55-59,0,0,0
2023,19,60-64,0,0,0
2023,19,65-69,0,0,0
2023,19,70-74,0,0,0
2023,19,75-79,0,0,0
2023,19,80+,0,0,0
2023,20,ALL,0,0,0
2023,20,00-04,0,0,0
2023,20,05-09,0,0,0
2023,20,10-14,0,0,0
2023,20,15-19,0,0,0
2023,20,20-24,0,0,0
2023,20,25-29,0,0,0
2023,20,30-34,0,0,0
2023,20,35-39,0,0,0
2023,20,40-44,0,0,0
2023,20,45-49,0,0,0
2023,20,50-54,0,0,0
2023,20,55-59,0,0,0
2023,20,60-64,0,0,0
2023,20,65-69,0,0,0
2023,20,70-74,0,0,0
2023,20,75-79,0,0,0
2023,20,80+,0,0,0
2023,21,ALL,0,0,0
2023,21,00-04,0,0,0
2023,21,05-09,0,0,0
2023,21,10-14,0,0,0
2023,21,15-19,0,0,0
2023,21,20-24,0,0,0
2023,21,25-29,0,0,0
2023,21,30-34,0,0,0
2023,21,35-39,0,0,0
2023,21,40-44,0,0,0
2023,21,45-49,0,0,0
2023,21,50-54,0,0,0
2023,21,55-59,0,0,0
2023,21,60-64,0,0,0
2023,21,65-69,0,0,0
2023,21,70-74,0,0,0
2023,21,75-79,0,0,0
2023,21,80+,0,0,0
2023,22,ALL,0,0,0
2023,22,00-04,0,0,0
2023,22,05-09,0,0,0
2023,22,10-14,0,0,0
2023,22,15-19,0,0,0
2023,22,20-24,0,0,0
2023,22,25-29,0,0,0
2023,22,30-34,0,0,0
2023,22,35-39,0,0,0
2023,22,40-44,0,0,0
2023,22,45-49,0,0,0
2023,22,50-54,0,0,0
2023,22,55-59,0,0,0
2023,22,60-64,0,0,0
2023,22,65-69,0,0,0
2023,22,70-74,0,0,0
2023,22,75-79,0,0,0
2023,22,80+,0,0,0
2023,23,ALL,0,0,0
2023,23,00-04,0,0,0
2023,23,05-09,0,0,0
2023,23,10-14,0,0,0
2023,23,15-19,0,0,0
2023,23,20-24,0,0,0
2023,23,25-29,0,0,0
2023,23,30-34,0,0,0
2023,23,35-39,0,0,0
2023,23,40-44,0,0,0
2023,23,45-49,0,0,0
2023,23,50-54,0,0,0
2023,23,55-59,0,0,0
2023,23,60-64,0,0,0
2023,23,65-69,0,0,0
2023,23,70-74,0,0,0
2023,23,75-79,0,0,0
2023,23,80+,0,0,0
2023,24,ALL,0,0,0
2023,24,00-04,0,0,0
2023,24,05-09,0,0,0
2023,24,10-14,0,0,0
2023,24,15-19,0,0,0
2023,24,20-24,0,0,0
2023,24,25-29,0,0,0
2023,24,30-34,0,0,0
2023,24,35-39,0,0,0
2023,24,40-44,0,0,0
2023,24,45-49,0,0,0
2023,24,50-54,0,0,0
2023,24,55-59,0,0,0
2023,24,60-64,0,0,0
2023,24,65-69,0,0,0
2023,24,70-74,0,0,0
2023,24,75-79,0,0,0
2023,24,80+,0,0,0
2023,25,ALL,0,0,0
2023,25,00-04,0,0,0
2023,25,05-09,0,0,0
2023,25,10-14,0,0,0
2023,25,15-19,0,0,0
2023,25,20-24,0,0,0
2023,25,25-29,0,0,0
2023,25,30-34,0,0,0
2023,25,35-39,0,0,0
2023,25,40-44,0,0,0
2023,25,45-49,0,0,0
2023,25,50-54,0,0,0
2023,25,55-59,0,0,0
2023,25,60-64,0,0,0
2023,25,65-69,0,0,0
2023,25,70-74,0,0,0
2023,25,75-79,0,0,0
2023,25,80+,0,0,0
2023,26,ALL,0,0,0
2023,26,00-04,0,0,0
2023,26,05-09,0,0,0
2023,26,10-14,0,0,0
2023,26,15-19,0,0,0
2023,26,20-24,0,0,0
2023,26,25-29,0,0,0
2023,26,30-34,0,0,0
2023,26,35-39,0,0,0
2023,26,40-44,0,0,0
2023,26,45-49,0,0,0
2023,26,50-54,0,0,0
2023,26,55-59,0,0,0
2023,26,60-64,0,0,0
2023,26,65-69,0,0,0
2023,26,70-74,0,0,0
2023,26,75-79,0,0,0
2023,26,80+,0,0,0
2023,27,ALL,0,0,0
2023,27,00-04,0,0,0
2023,27,05-09,0,0,0
2023,27,10-14,0,0,0
2023,27,15-19,0,0,0
2023,27,20-24,0,0,0
2023,27,25-29,0,0,0
2023,27,30-34,0,0,0
2023,27,35-39,0,0,0
2023,27,40-44,0,0,0
2023,27,45-49,0,0,0
2023,27,50-54,0,0,0
2023,27,55-59,0,0,0
2023,27,60-64,0,0,0
2023,27,65-69,0,0,0
2023,27,70-74,0,0,0
2023,27,75-79,0,0,0
2023,27,80+,0,0,0
2023,28,ALL,0,0,0
2023,28,00-04,0,0,0
2023,28,05-09,0,0,0
2023,28,10-14,0,0,0
2023,28,15-19,0,0,0
2023,28,20-24,0,0,0
2023,28,25-29,0,0,0
2023,28,30-34,0,0,0
2023,28,35-39,0,0,0
2023,28,40-44,0,0,0
2023,28,45-49,0,0,0
2023,28,50-54,0,0,0
2023,28,55-59,0,0,0
2023,28,60-64,0,0,0
2023,28,65-69,0,0,0
2023,28,70-74,0,0,0
2023,28,75-79,0,0,0
2023,28,80+,0,0,0
2023,29,ALL,0,0,0
2023,29,00-04,0,0,0
2023,29,05-09,0,0,0
2023,29,10-14,0,0,0
2023,29,15-19,0,0,0
2023,29,20-24,0,0,0
2023,29,25-29,0,0,0
2023,29,30-34,0,0,0
2023,29,35-39,0,0,0
2023,29,40-44,0,0,0
2023,29,45-49,0,0,0
2023,29,50-54,0,0,0
2023,29,55-59,0,0,0
2023,29,60-64,0,0,0
2023,29,65-69,0,0,0
2023,29,70-74,0,0,0
2023,29,75-79,0,0,0
2023,29,80+,0,0,0
2023,30,ALL,0,0,0
2023,30,00-04,0,0,0
2023,30,05-09,0,0,0
2023,30,10-14,0,0,0
2023,30,15-19,0,0,0
2023,30,20-24,0,0,0
2023,30,25-29,0,0,0
2023,30,30-34,0,0,0
2023,30,35-39,0,0,0
2023,30,40-44,0,0,0
2023,30,45-49,0,0,0
2023,30,50-54,0,0,0
2023,30,55-59,0,0,0
2023,30,60-64,0,0,0
2023,30,65-69,0,0,0
2023,30,70-74,0,0,0
2023,30,75-79,0,0,0
2023,30,80+,0,0,0
2023,31,ALL,0,0,0
2023,31,00-04,0,0,0
2023,31,05-09,0,0,0
2023,31,10-14,0,0,0
2023,31,15-19,0,0,0
2023,31,20-24,0,0,0
2023,31,25-29,0,0,0
2023,31,30-34,0,0,0
2023,31,35-39,0,0,0
2023,31,40-44,0,0,0
2023,31,45-49,0,0,0
2023,31,50-54,0,0,0
2023,31,55-59,0,0,0
2023,31,60-64,0,0,0
2023,31,65-69,0,0,0
2023,31,70-74,0,0,0
2023,31,75-79,0,0,0
2023,31,80+,0,0,0
2023,32,ALL,0,0,0
2023,32,00-04,0,0,0
2023,32,05-09,0,0,0
2023,32,10-14,0,0,0
2023,32,15-19,0,0,0
2023,32,20-24,0,0,0
2023,32,25-29,0,0,0
2023,32,30-34,0,0,0
2023,32,35-39,0,0,0
2023,32,40-44,0,0,0
2023,32,45-49,0,0,0
2023,32,50-54,0,0,0
2023,32,55-59,0,0,0
2023,32,60-64,0,0,0
2023,32,65-69,0,0,0
2023,32,70-74,0,0,0
2023,32,75-79,0,0,0
2023,32,80+,0,0,0
2023,33,ALL,0,0,0
2023,33,00-04,0,0,0
2023,33,05-09,0,0,0
2023,33,10-14,0,0,0
2023,33,15-19,0,0,0
2023,33,20-24,0,0,0
2023,33,25-29,0,0,0
