data_source,country,hemisphere,week,year,origin_source,hsp_rate_flu,hsp_rate_rsv,hsp_abs_flu,hsp_abs_rsv,denominator,subtype_a_abs,subtype_b_abs
fluNet,France,NH,7,2022,SENTINEL,0.03388082787066362,0.004419238417912646,23,3,67885000,23,0
fluNet,France,NH,7,2022,NONSENTINEL,1.4156293732046843,0.1635118214627679,961,111,67885000,957,4
fluNet,France,NH,8,2022,NONSENTINEL,1.2476983133240038,0.10311556308462841,847,70,67885000,844,3
fluNet,France,NH,8,2022,SENTINEL,0.029461589452750972,0,20,0,67885000,20,0
fluNet,France,NH,9,2022,NONSENTINEL,1.4303601679310598,0.10753480150254106,971,73,67885000,970,1
fluNet,France,NH,9,2022,SENTINEL,0.0662885762686897,0.0029461589452750977,45,2,67885000,45,0
fluNet,France,NH,10,2022,SENTINEL,0.10458864255726597,0.004419238417912646,71,3,67885000,71,0
fluNet,France,NH,10,2022,NONSENTINEL,2.1683729837224717,0.08691168888561539,1472,59,67885000,1471,1
fluNet,France,NH,11,2022,SENTINEL,0.13994254990056712,0,95,0,67885000,95,0
fluNet,France,NH,11,2022,NONSENTINEL,2.5970391102599986,0.10753480150254106,1763,73,67885000,1760,3
fluNet,France,NH,12,2022,SENTINEL,0.1296309935921043,0,88,0,67885000,88,0
fluNet,France,NH,12,2022,NONSENTINEL,2.9697282168372983,0.09869632466671578,2016,67,67885000,2013,3
fluNet,France,NH,13,2022,NONSENTINEL,3.32915960816086,0.0721808941592399,2260,49,67885000,2241,19
fluNet,France,NH,13,2022,SENTINEL,0.11342711939309126,0.0014730794726375489,77,1,67885000,77,0
fluNet,France,NH,14,2022,NONSENTINEL,2.8783972895337704,0.0545039404875893,1954,37,67885000,1951,3
fluNet,France,NH,14,2022,SENTINEL,0.10458864255726597,0.0014730794726375489,71,1,67885000,71,0
fluNet,France,NH,15,2022,SENTINEL,0.0721808941592399,0,49,0,67885000,49,0
fluNet,France,NH,15,2022,NONSENTINEL,2.41585033512558,0.07365397363187744,1640,50,67885000,1636,4
fluNet,France,NH,16,2022,SENTINEL,0.023569271562200782,0,16,0,67885000,16,0
fluNet,France,NH,16,2022,NONSENTINEL,1.3110407306474183,0.051557781542314204,890,35,67885000,888,2
fluNet,France,NH,17,2022,SENTINEL,0.020623112616925683,0.0014730794726375489,14,1,67885000,14,0
fluNet,France,NH,17,2022,NONSENTINEL,0.6658319216321721,0.0574500994328644,452,39,67885000,452,0
fluNet,France,NH,18,2022,NONSENTINEL,0.3034543713633351,0.051557781542314204,206,35,67885000,204,2
fluNet,France,NH,18,2022,SENTINEL,0.011784635781100391,0.0029461589452750977,8,2,67885000,8,0
fluNet,France,NH,19,2022,NONSENTINEL,0.17382337777123077,0.03682698681593872,118,25,67885000,115,3
fluNet,France,NH,19,2022,SENTINEL,0.007365397363187743,0.0014730794726375489,5,1,67885000,5,0
fluNet,France,NH,20,2022,SENTINEL,0.0029461589452750977,0.0029461589452750977,2,2,67885000,2,0
fluNet,France,NH,20,2022,NONSENTINEL,0.10753480150254106,0.03830006628857627,73,26,67885000,70,3
fluNet,France,NH,21,2022,SENTINEL,0.004419238417912646,0,3,0,67885000,3,0
fluNet,France,NH,21,2022,NONSENTINEL,0.05597701996022685,0.045665463651764014,38,31,67885000,38,0
fluNet,France,NH,22,2022,SENTINEL,0.0014730794726375489,0.0014730794726375489,1,1,67885000,1,0
fluNet,France,NH,22,2022,NONSENTINEL,0.023569271562200782,0.042719304706488916,16,29,67885000,15,1
fluNet,France,NH,23,2022,NONSENTINEL,0.022096192089563232,0.050084702069676655,15,34,67885000,14,1
fluNet,France,NH,23,2022,SENTINEL,0.0029461589452750977,0,2,0,67885000,2,0
fluNet,France,NH,24,2022,NONSENTINEL,0.01620387419901304,0.042719304706488916,11,29,67885000,10,1
fluNet,France,NH,24,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,25,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,25,2022,NONSENTINEL,0.022096192089563232,0.0662885762686897,15,45,67885000,13,2
fluNet,France,NH,26,2022,SENTINEL,0.0014730794726375489,0,1,0,67885000,1,0
fluNet,France,NH,26,2022,NONSENTINEL,0.0058923178905501954,0.05597701996022685,4,38,67885000,4,0
fluNet,France,NH,27,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,27,2022,NONSENTINEL,0.0058923178905501954,0.06776165574132724,4,46,67885000,4,0
fluNet,France,NH,28,2022,NONSENTINEL,0.011784635781100391,0.061869337850777056,8,42,67885000,7,1
fluNet,France,NH,28,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,29,2022,NONSENTINEL,0.01620387419901304,0.05597701996022685,11,38,67885000,10,1
fluNet,France,NH,29,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,30,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,30,2022,NONSENTINEL,0.017676953671650585,0.044192384179126465,12,30,67885000,12,0
fluNet,France,NH,31,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,31,2022,NONSENTINEL,0.019150033144288134,0.010311556308462842,13,7,67885000,11,2
fluNet,France,NH,32,2022,NONSENTINEL,0.019150033144288134,0.026515430507475877,13,18,67885000,12,1
fluNet,France,NH,32,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,33,2022,NONSENTINEL,0.04861162259703911,0.03240774839802608,33,22,67885000,29,4
fluNet,France,NH,33,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,34,2022,NONSENTINEL,0.027988509980113426,0.022096192089563232,19,15,67885000,18,1
fluNet,France,NH,34,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,35,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,35,2022,NONSENTINEL,0.017676953671650585,0.03535390734330117,12,24,67885000,12,0
fluNet,France,NH,36,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,36,2022,NONSENTINEL,0.029461589452750972,0.025042351034838328,20,17,67885000,18,2
fluNet,France,NH,37,2022,NONSENTINEL,0.04861162259703911,0.06776165574132724,33,46,67885000,31,2
fluNet,France,NH,37,2022,SENTINEL,0,0,0,0,67885000,0,0
fluNet,France,NH,38,2022,NONSENTINEL,0.03977314576121382,0.11637327833836636,27,79,67885000,20,7
fluNet,France,NH,38,2022,SENTINEL,0.0014730794726375489,0,1,0,67885000,1,0
fluNet,France,NH,39,2022,NONSENTINEL,0.075127053104515,0.19739264933343156,51,134,67885000,41,10
fluNet,France,NH,39,2022,SENTINEL,0.0058923178905501954,0,4,0,67885000,4,0
fluNet,France,NH,40,2022,SENTINEL,0.011784635781100391,0,8,0,67885000,8,0
fluNet,France,NH,40,2022,NONSENTINEL,0.0692347352139648,0.5317816896221551,47,361,67885000,42,5
fluNet,France,NH,41,2022,SENTINEL,0.013257715253737938,0.0058923178905501954,9,4,67885000,9,0
fluNet,France,NH,41,2022,NONSENTINEL,0.09427708624880313,0.5435663254032556,64,369,67885000,58,6
fluNet,France,NH,42,2022,NONSENTINEL,0.12815791411946675,1.017897915592546,87,691,67885000,75,12
fluNet,France,NH,42,2022,SENTINEL,0.019150033144288134,0.023569271562200782,13,16,67885000,13,0
fluNet,France,NH,43,2022,NONSENTINEL,0.18413493407969359,1.8207262281800103,125,1236,67885000,110,15
fluNet,France,NH,43,2022,SENTINEL,0.01620387419901304,0.020623112616925683,11,14,67885000,11,0
fluNet,France,NH,44,2022,NONSENTINEL,0.16645798040804302,2.3038962952051265,113,1564,67885000,95,18
fluNet,France,NH,44,2022,SENTINEL,0.014730794726375486,0.020623112616925683,10,14,67885000,10,0
fluNet,France,NH,45,2022,SENTINEL,0.0058923178905501954,0.03240774839802608,4,22,67885000,4,0
fluNet,France,NH,45,2022,NONSENTINEL,0.25778890771157104,2.2641231494439125,175,1537,67885000,151,24
fluNet,France,NH,46,2022,SENTINEL,0.026515430507475877,0.0633424173234146,18,43,67885000,16,2
fluNet,France,NH,46,2022,NONSENTINEL,0.4463430802091773,3.1140900051557785,303,2114,67885000,282,21
fluNet,France,NH,47,2022,NONSENTINEL,0.7925167562790013,3.769610370479487,538,2559,67885000,492,46
fluNet,France,NH,47,2022,SENTINEL,0.061869337850777056,0.06776165574132724,42,46,67885000,38,4
fluNet,France,NH,48,2022,NONSENTINEL,1.2256021212344406,3.6679678868674963,832,2490,67885000,777,55
fluNet,France,NH,48,2022,SENTINEL,0.08691168888561539,0.045665463651764014,59,31,67885000,53,6
fluNet,France,NH,49,2022,NONSENTINEL,2.455623480886794,3.4352213301907635,1667,2332,67885000,1540,127
fluNet,France,NH,49,2022,SENTINEL,0.12815791411946675,0.050084702069676655,87,34,67885000,80,7
fluNet,France,NH,50,2022,SENTINEL,0.22096192089563232,0.029461589452750972,150,20,67885000,140,10
fluNet,France,NH,50,2022,NONSENTINEL,4.66376961037048,2.6927892759814394,3166,1828,67885000,2985,181
fluNet,France,NH,51,2022,SENTINEL,0.2239080798409074,0.026515430507475877,152,18,67885000,144,8
fluNet,France,NH,51,2022,NONSENTINEL,7.038373720262209,2.1595345068866463,4778,1466,67885000,4477,301
fluNet,France,NH,52,2022,NONSENTINEL,5.244162922589673,1.7028798703690062,3560,1156,67885000,3290,270
fluNet,France,NH,52,2022,SENTINEL,0.0721808941592399,0.0058923178905501954,49,4,67885000,41,8
